model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,breadth_top_n,buffer_rank,annualized_net_volatility,avg_base_effective_n,avg_base_max_weight,pareto_return_sharpe_drawdown
20,10,buffer_inverse_volatility,static_1x,,1.0,overall,139,0.7448254695982648,1.1697988080365898,2.502171915883131,-0.7527126684014007,0.9895216340388071,0.030244042140708135,0.002624454572086001,0.007458261943503612,1.2616649189693598,31.793955958027865,0.023426637143912847,0.0012616649189693596,0.0,1.0,1.0,1.0,0.0,0.0,0.5683453237410072,10,15,0.6515221734796005,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,legacy_risk_scaled,,1.0,overall,139,0.44280489120061395,1.1976540903513335,2.2581998914141455,-0.5216633114203608,0.8488327269843171,0.017139978451143335,0.002624454572086001,0.007458261943503612,0.6826397815167569,17.202522494222272,0.025740695374724065,0.0006826397815167569,0.0,0.5341726618705037,0.45,1.0,0.0,0.8705035971223022,0.5683453237410072,10,15,0.36064458047490616,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,vol_target_20pct_max_1p25,0.2,1.25,overall,139,0.40971058771260394,1.183410398961898,2.5364805995537263,-0.4704576757583149,0.8708766140380327,0.015901464619737123,0.002624454572086001,0.007458261943503612,0.659534349001208,16.620265594830443,0.024651265972551007,0.0006595343490012081,0.0,0.5215827338129496,0.5,1.0,0.0,0.9568345323741008,0.5683453237410072,10,15,0.3386119547106306,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,vol_target_20pct_max_1p50,0.2,1.5,overall,139,0.40971058771260394,1.183410398961898,2.5364805995537263,-0.4704576757583149,0.8708766140380327,0.015901464619737123,0.002624454572086001,0.007458261943503612,0.659534349001208,16.620265594830443,0.024651265972551007,0.0006595343490012081,0.0,0.5215827338129496,0.5,1.0,0.0,0.9568345323741008,0.5683453237410072,10,15,0.3386119547106306,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,overall,139,0.4112496478141332,1.183712285030707,2.5296071617332134,-0.4714223738544083,0.8723592061439609,0.015960760453889604,0.002624454572086001,0.007458261943503612,0.6604920689104412,16.64440013654312,0.0247079885391139,0.0006604920689104412,0.0,0.5223631256434021,0.5,1.0,0.0,0.9568345323741008,0.5683453237410072,10,15,0.33978794384784494,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,vol_target_25pct_max_1p50,0.25,1.5,overall,139,0.4112496478141332,1.183712285030707,2.5296071617332134,-0.4714223738544083,0.8723592061439609,0.015960760453889604,0.002624454572086001,0.007458261943503612,0.6604920689104412,16.64440013654312,0.0247079885391139,0.0006604920689104412,0.0,0.5223631256434021,0.5,1.0,0.0,0.9568345323741008,0.5683453237410072,10,15,0.33978794384784494,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,overall,139,0.42643311827890207,1.1666504963613318,2.3561218867316733,-0.4972338925819906,0.8576107233249111,0.01667251183843804,0.002624454572086001,0.007458261943503612,0.6985386350343876,17.60317360286657,0.024224786274303405,0.0006985386350343877,0.0,0.5519190116705941,0.5,1.0,0.0,0.9568345323741008,0.5683453237410072,10,15,0.3601312472236001,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p50,0.3,1.5,overall,139,0.42643311827890207,1.1666504963613318,2.3561218867316733,-0.4972338925819906,0.8576107233249111,0.01667251183843804,0.002624454572086001,0.007458261943503612,0.6985386350343876,17.60317360286657,0.024224786274303405,0.0006985386350343877,0.0,0.5519190116705941,0.5,1.0,0.0,0.9568345323741008,0.5683453237410072,10,15,0.3601312472236001,9.410015757510605,0.13893429172878594,True
20,10,buffer_inverse_volatility,static_1x,,1.0,overall,139,0.5992187294775237,1.1165391324537908,2.077892039104305,-0.7219220893350959,0.8300324070003394,0.024811721694166997,0.002624454572086001,0.007458261943503612,1.0630309005221725,26.788378693158748,0.022368607534675216,0.0010630309005221722,0.0,1.0,1.0,1.0,0.0,0.0,0.5611510791366906,20,30,0.5599941538268344,18.598519904954053,0.07710636570155203,True
20,10,buffer_inverse_volatility,legacy_risk_scaled,,1.0,overall,139,0.37323946483765047,1.1532642491738891,2.078396156127622,-0.4475533093591779,0.8339553233827439,0.014611027476417135,0.002624454572086001,0.007458261943503612,0.5843625286554045,14.725935722116192,0.025345721445537726,0.0005843625286554046,0.0,0.5341726618705037,0.45,1.0,0.0,0.8705035971223022,0.5611510791366906,20,30,0.319265851403493,18.598519904954053,0.07710636570155203,True
20,10,buffer_inverse_volatility,vol_target_20pct_max_1p25,0.2,1.25,overall,139,0.33476851647477956,1.1412692296058542,2.1533563251790593,-0.44553396939444134,0.7513871881189859,0.01315412472449067,0.002624454572086001,0.007458261943503612,0.5578042113260921,14.056666125417522,0.023815641168957197,0.0005578042113260922,0.0,0.522127713663562,0.5,1.0,0.0,0.9568345323741008,0.5611510791366906,20,30,0.29045201119778313,18.598519904954053,0.07710636570155203,True
20,10,buffer_inverse_volatility,regime_dd_vol_target_20pct_max_1p25,0.2,1.25,overall,139,0.31249325624101654,1.0992119119221866,2.0284285795291517,-0.44553396939444123,0.7013904162363863,0.01241889961146433,0.002624454572086001,0.007458261943503612,0.5442999670204998,13.716359168916593,0.022782522125053047,0.0005442999670204999,0.0,0.5095377856060082,0.5,1.0,0.0,0.9928057553956835,0.5611510791366906,20,30,0.28470967864752844,18.598519904954053,0.07710636570155203,True
20,10,buffer_inverse_volatility,vol_target_20pct_max_1p50,0.2,1.5,overall,139,0.33476851647477956,1.1412692296058542,2.1533563251790593,-0.44553396939444134,0.7513871881189859,0.01315412472449067,0.002624454572086001,0.007458261943503612,0.5578042113260921,14.056666125417522,0.023815641168957197,0.0005578042113260922,0.0,0.522127713663562,0.5,1.0,0.0,0.9568345323741008,0.5611510791366906,20,30,0.29045201119778313,18.598519904954053,0.07710636570155203,True
20,10,buffer_inverse_volatility,regime_dd_vol_target_20pct_max_1p50,0.2,1.5,overall,139,0.31249325624101654,1.0992119119221866,2.0284285795291517,-0.44553396939444123,0.7013904162363863,0.01241889961146433,0.002624454572086001,0.007458261943503612,0.5442999670204998,13.716359168916593,0.022782522125053047,0.0005442999670204999,0.0,0.5095377856060082,0.5,1.0,0.0,0.9928057553956835,0.5611510791366906,20,30,0.28470967864752844,18.598519904954053,0.07710636570155203,True
