policy,period,num_rebalances,avg_net_portfolio_5d,avg_net_excess_5d,avg_long_short_5d,avg_spearman_ic,avg_turnover,avg_transaction_cost,avg_exposure,annualized_net_return,net_sharpe,excess_sharpe,max_drawdown
baseline_equal_weight,overall,276,0.007988644244486125,0.00541818221519223,0.0045577051958466215,-0.01835042764095204,1.4007246376811595,0.0014007246376811597,1.0,0.2917534495584484,0.742281566368762,0.6496464907215095,-0.6888122257675708
baseline_equal_weight,2021,51,0.0071509578523534486,0.002430631435604265,0.004086617886336417,-0.048230619063290646,1.3725490196078431,0.0013725490196078432,1.0,0.24972543807083314,0.6815477123402273,0.29660845787484735,-0.3384874005075432
baseline_equal_weight,2022,51,0.0014170815983340218,0.0042556200560348294,0.009695620146755183,-0.04410551053131954,1.5215686274509805,0.0015215686274509803,1.0,-0.17356688745035842,0.09790665263039103,0.4027414668345684,-0.4590279388200381
baseline_equal_weight,2023,50,0.0025766387133095174,-0.001193052435439959,0.006784688128370651,0.005792236243787176,1.3440000000000003,0.0013440000000000001,1.0,0.03660050705446127,0.2945663713785122,-0.18243561300315525,-0.494679268890306
baseline_equal_weight,2024,51,0.013870109689904387,0.010995126377009876,-0.0009167343055789028,-0.02823139548590448,1.3450980392156864,0.0013450980392156863,1.0,0.7614347146463754,1.3269357104305985,1.273712888195611,-0.17808226884799983
baseline_equal_weight,2025,50,0.010676188782635598,0.007396797831158206,0.005457101746264959,0.014117053564482483,1.4559999999999997,0.0014560000000000003,1.0,0.4745960455245237,0.9887982762069404,0.8739936799170553,-0.43847477861030304
baseline_equal_weight,2026,23,0.01729907958742304,0.01232525001330633,-0.0004479804252722066,0.0038591852082608693,1.3217391304347823,0.0013217391304347827,1.0,1.27646930405513,2.8799770842335075,2.116080860881081,-0.09871683186577607
turnover_buffer_inverse_volatility_risk_scaled,overall,276,0.004514587702654912,0.0029994135491504315,0.0016919140545755317,-0.01835042764095204,0.7010968966509665,0.0007010968966509667,0.5327898550724639,0.19930696574213136,0.7477210314339344,0.6356042475559023,-0.4180677421572413
turnover_buffer_inverse_volatility_risk_scaled,2021,51,0.0003881516388090496,-0.0015588567679382353,0.0008003236295801422,-0.048230619063290646,0.6963694444554853,0.0006963694444554853,0.5362745098039216,-0.03215897143646684,0.060454871618480024,-0.30768287873390154,-0.28176277578451536
turnover_buffer_inverse_volatility_risk_scaled,2022,51,0.0012579682491929548,0.0025353105551583167,0.004929916488728185,-0.04410551053131954,0.6313117750986501,0.0006313117750986502,0.45,0.016345162956010073,0.2032223154820536,0.5671867069589428,-0.20319438721985006
turnover_buffer_inverse_volatility_risk_scaled,2023,50,0.0027802938143852555,0.00035968506853084126,0.002556280003221161,0.005792236243787176,0.6040514187325313,0.0006040514187325313,0.486,0.12549913565257387,0.6626894547970791,0.11319124053441192,-0.23266654666050446
turnover_buffer_inverse_volatility_risk_scaled,2024,51,0.01077609645568812,0.009398058295320748,-0.0010787220434203776,-0.02823139548590448,0.7722236807207221,0.0007722236807207221,0.6352941176470588,0.6080149982258432,1.432726677394589,1.4546655257762804,-0.10931904340220222
turnover_buffer_inverse_volatility_risk_scaled,2025,50,0.005850036826710523,0.003025125313434641,0.0021057195164499733,0.014117053564482483,0.8635742116678525,0.0008635742116678527,0.5940000000000001,0.2703207693228282,0.886973492904709,0.649502177346772,-0.3064516588952463
turnover_buffer_inverse_volatility_risk_scaled,2026,23,0.007868549580424813,0.005630326272072291,-0.0001460486408693596,0.0038591852082608693,0.5663613931143415,0.0005663613931143416,0.44999999999999984,0.472599555166181,3.0339184890670956,2.3716616151609458,-0.044766542307333124
