model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,breadth_top_n,buffer_rank,annualized_net_volatility,avg_base_effective_n,avg_base_max_weight
20,10,buffer_inverse_volatility,vol_target_25pct_max_1p50,0.25,1.5,2023,25,0.683495084762181,2.170958103913721,6.141078805979255,-0.10460374422514751,6.53413594154944,0.022094287348138994,0.06177551873293561,0.057163221451042814,0.5565805441228823,14.025829711896632,0.048731169478155305,0.0005565805441228824,0.0,0.5010432801482221,0.5,0.5188403181606968,0.0,1.0,0.64,30,45,0.2564655854801472,25.54293162790191,0.07088536718863042
20,10,buffer_inverse_volatility,vol_target_25pct_max_1p50,0.25,1.5,2024,26,0.406628012480883,1.4404737473054916,1.7434683413207046,-0.1302637918371966,3.1215735911410114,0.01493330006661862,-0.017673314871082705,-0.00026514577724847207,0.6879237585704251,17.335678715974712,0.02345613455019664,0.0006879237585704252,0.0,0.614382859337201,0.5,0.7423055194658849,0.0,1.0,0.7307692307692307,30,45,0.26124680327060523,26.527455187381513,0.06345207791406877
20,10,buffer_inverse_volatility,vol_target_25pct_max_1p50,0.25,1.5,2025,25,0.8592868578840394,2.4848570475511105,3.1062043092863174,-0.17938979168634406,4.790054382729138,0.026278575001762255,0.09019189801549282,0.10917532406885332,0.5275044504180029,13.293112150533672,0.06464151119416697,0.000527504450418003,0.0,0.5254447855372107,0.5,0.6209029597944561,0.0,1.0,0.72,30,45,0.2665022886113483,27.421891710846822,0.060407838062936724
20,10,buffer_inverse_volatility,vol_target_25pct_max_1p50,0.25,1.5,2026,11,0.5648305481884317,1.5039306630354219,3.5341240836604473,-0.1165700049053967,4.845419270993634,0.019824444584808875,0.027895204049558718,0.04338840353177768,0.6242095579879183,15.73008086129554,0.035907669716957316,0.0006242095579879183,0.0,0.5526650853718623,0.5,0.6139345532297299,0.0,1.0,0.5454545454545454,30,45,0.3321802100429794,28.859212071757028,0.05078726915741038
20,10,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p50,0.25,1.5,2021,26,-0.11187462717631402,-0.28687482878018433,-0.366243149784403,-0.2299140380065422,-0.4865932856745817,-0.003164930801233964,-0.04151941140090673,-0.054243463635006,0.5155330852879527,12.991433749256409,-0.008611414978174938,0.0005155330852879527,0.0,0.6679321794752613,0.5,1.0,0.0,0.9615384615384616,0.5769230769230769,30,45,0.27801761670839553,28.473721708713544,0.04596794090652622
20,10,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p50,0.25,1.5,2022,26,-0.245998909099575,-0.8257766692914987,-1.5365428689513967,-0.2754652749451064,-0.893030561287976,-0.009540353315780152,-0.08470086902554524,-0.08391591623005151,0.4110017712759195,10.357244636153172,-0.02375138540620032,0.0004110017712759195,0.0,0.5,0.5,0.5,0.0,1.0,0.38461538461538464,30,45,0.2911403439914731,28.572814754759506,0.04658728801488613
20,10,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p50,0.25,1.5,2023,25,0.680740176431494,2.170427496268513,6.120721183929119,-0.1046037442251474,6.507799328542962,0.02202104498055,0.06177551873293561,0.057163221451042814,0.5563558191502327,14.020166642585863,0.04855435700484221,0.0005563558191502327,0.0,0.5007536127264278,0.5,0.5188403181606968,0.0,1.0,0.64,30,45,0.25567789500636107,25.54293162790191,0.07088536718863042
20,10,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p50,0.25,1.5,2024,26,0.42186414528833605,1.5274063602163026,2.0343044953109284,-0.11407571110302384,3.698106645220409,0.015263469018452762,-0.017673314871082705,-0.00026514577724847207,0.6751959508100834,17.014937960414102,0.02479375160049475,0.0006751959508100834,0.0,0.6022987314436673,0.5,0.7002561381497586,0.0,1.0,0.7307692307692307,30,45,0.2518252046629812,26.527455187381513,0.06345207791406877
20,10,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p50,0.25,1.5,2025,25,0.8592868578840394,2.4848570475511105,3.1062043092863174,-0.17938979168634406,4.790054382729138,0.026278575001762255,0.09019189801549282,0.10917532406885332,0.5275044504180029,13.293112150533672,0.06464151119416697,0.000527504450418003,0.0,0.5254447855372107,0.5,0.6209029597944561,0.0,1.0,0.72,30,45,0.2665022886113483,27.421891710846822,0.060407838062936724
20,10,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p50,0.25,1.5,2026,11,0.5648305481884317,1.5039306630354219,3.5341240836604473,-0.1165700049053967,4.845419270993634,0.019824444584808875,0.027895204049558718,0.04338840353177768,0.6242095579879183,15.73008086129554,0.035907669716957316,0.0006242095579879183,0.0,0.5526650853718623,0.5,0.6139345532297299,0.0,1.0,0.5454545454545454,30,45,0.3321802100429794,28.859212071757028,0.05078726915741038
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2021,26,-0.08537796640406536,-0.07276533570077585,-0.09754446560626127,-0.27650426488827184,-0.3087763092499292,-0.001026663431172693,-0.04151941140090673,-0.054243463635006,0.6516262181724705,16.420980697946256,-0.005199322012158716,0.0006516262181724705,3.552517309215836e-06,0.8547939432687586,0.6757706931272413,1.0465521868199643,0.038461538461538464,0.7307692307692307,0.5769230769230769,30,45,0.35555279469803924,28.473721708713544,0.04596794090652622
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2022,26,-0.3010625021688841,-0.8487619011424857,-1.4480208590888264,-0.31247097268895463,-0.9634895029708025,-0.01178141687899897,-0.08470086902554524,-0.08391591623005151,0.47847400790772154,12.057544999274583,-0.02496880602037951,0.0004784740079077215,0.0,0.5733720265849254,0.5,0.7059219281297375,0.0,1.0,0.38461538461538464,30,45,0.34979386439370047,28.572814754759506,0.04658728801488613
20,10,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2023,25,0.7838108255535448,2.1802856837067477,6.36143590763988,-0.10922333464674061,7.176221345819667,0.024720422740014524,0.06177551873293561,0.057163221451042814,0.6007424956146338,15.13871088948877,0.05177526879767329,0.0006007424956146337,0.0,0.5419302187050269,0.5,0.6226083817928361,0.0,1.0,0.64,30,45,0.2857215720415447,25.54293162790191,0.07088536718863042
