policy,model,maximum_vif,max_abs_factor_correlation,condition_number
baseline_equal_weight,combined_full,25.86736903434411,0.960106340872317,13.399562222969653
baseline_equal_weight,combined_drop_low_volatility,7.323272720158752,0.8950626209994741,6.592077514448579
baseline_equal_weight,combined_drop_beta,10.980417391448576,0.9241524366298836,7.819831042803889
baseline_equal_weight,combined_drop_beta_and_low_volatility,5.355094554539378,0.8630240918090966,5.502677850596896
turnover_buffer_inverse_volatility_risk_scaled,combined_full,25.86736903434411,0.960106340872317,13.399562222969653
turnover_buffer_inverse_volatility_risk_scaled,combined_drop_low_volatility,7.323272720158752,0.8950626209994741,6.592077514448579
turnover_buffer_inverse_volatility_risk_scaled,combined_drop_beta,10.980417391448576,0.9241524366298836,7.819831042803889
turnover_buffer_inverse_volatility_risk_scaled,combined_drop_beta_and_low_volatility,5.355094554539378,0.8630240918090966,5.502677850596896
