model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,pareto_return_sharpe_drawdown
10,20,buffer_inverse_volatility,regime_dd_vol_target_20pct_max_1p50,0.2,1.5,overall,71,0.2614120545919287,0.9657810229128524,1.8715497553658331,-0.5623214185246301,0.4648801307938774,0.0216397155112934,0.0067186820940705,0.0073622946656994,0.8085517233444892,10.187751714140564,0.0256594449812797,0.0008085517233444,0.0,0.5321219007381865,0.5,1.0,0.0,0.971830985915493,0.5774647887323944,False
10,20,buffer_inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,overall,71,0.2749515754458416,0.9221804524205504,1.696539855122838,-0.6263843738873012,0.4389502466983807,0.0233557441867634,0.0067186820940705,0.0073622946656994,0.9016806393584624,11.361176055916626,0.0242009783223677,0.0009016806393584,0.0,0.5969274640534343,0.5,1.0,0.0,0.9154929577464788,0.5774647887323944,False
10,20,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p25,0.25,1.25,overall,71,0.2854102231386755,1.0067992947544806,2.0020998854646312,-0.5647040826331142,0.5054155475693722,0.0233713568860611,0.0067186820940705,0.0073622946656994,0.8339718781701241,10.508045664943564,0.0271611137065046,0.0008339718781701,0.0,0.548521816291427,0.5,1.0,0.0,0.971830985915493,0.5774647887323944,False
10,20,buffer_inverse_volatility,vol_target_25pct_max_1p50,0.25,1.5,overall,71,0.2749515754458416,0.9221804524205504,1.696539855122838,-0.6263843738873012,0.4389502466983807,0.0233557441867634,0.0067186820940705,0.0073622946656994,0.9016806393584624,11.361176055916626,0.0242009783223677,0.0009016806393584,0.0,0.5969274640534343,0.5,1.0,0.0,0.9154929577464788,0.5774647887323944,False
10,20,buffer_inverse_volatility,regime_dd_vol_target_25pct_max_1p50,0.25,1.5,overall,71,0.2854102231386755,1.0067992947544806,2.0020998854646312,-0.5647040826331142,0.5054155475693722,0.0233713568860611,0.0067186820940705,0.0073622946656994,0.8339718781701241,10.508045664943564,0.0271611137065046,0.0008339718781701,0.0,0.548521816291427,0.5,1.0,0.0,0.971830985915493,0.5774647887323944,False
10,20,buffer_inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,overall,71,0.3024747399716876,0.9030352852767236,1.6054247489920133,-0.6890606785449002,0.4389667693858661,0.0263722316143479,0.0067186820940705,0.0073622946656994,1.0126973297478157,12.759986354822477,0.0237049422750652,0.0010126973297478,2.2097399396722608e-06,0.6720176028523726,0.5,1.039536667000616,0.0140845070422535,0.9014084507042254,0.5774647887323944,False
10,20,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,overall,71,0.3346495127906508,1.0803229493107094,2.247731582249992,-0.5647040826331142,0.5926104008850793,0.0268714917374401,0.0067186820940705,0.0073622946656994,0.8882323562604263,11.191727688881372,0.0299015060135098,0.0008882323562604,0.0,0.5819899000827158,0.5,1.0,0.0,0.971830985915493,0.5774647887323944,False
10,20,buffer_inverse_volatility,vol_target_30pct_max_1p50,0.3,1.5,overall,71,0.3024747399716876,0.9030352852767236,1.6054247489920133,-0.6890606785449002,0.4389667693858661,0.0263722316143479,0.0067186820940705,0.0073622946656994,1.0126973297478157,12.759986354822477,0.0237049422750652,0.0010126973297478,2.2097399396722608e-06,0.6720176028523726,0.5,1.039536667000616,0.0140845070422535,0.9014084507042254,0.5774647887323944,False
10,20,buffer_inverse_volatility,regime_dd_vol_target_30pct_max_1p50,0.3,1.5,overall,71,0.3346495127906508,1.0803229493107094,2.247731582249992,-0.5647040826331142,0.5926104008850793,0.0268714917374401,0.0067186820940705,0.0073622946656994,0.8882323562604263,11.191727688881372,0.0299015060135098,0.0008882323562604,0.0,0.5819899000827158,0.5,1.0,0.0,0.971830985915493,0.5774647887323944,False
20,5,equal_weight,static_1x,,1.0,overall,275,0.5703435567385835,1.034970386025741,1.9559155882152095,-0.7398425824087275,0.7708985266591428,0.012717556276228,0.0019041286682715,0.0101271919658491,1.1061818181818184,55.75156363636364,0.010230090773034,0.0011061818181818,0.0,1.0,1.0,1.0,0.0,0.0,0.5636363636363636,False
20,5,equal_weight,legacy_risk_scaled,,1.0,overall,275,0.3669629462271881,1.066771022281501,1.8541644322416524,-0.5321403576177166,0.6895980373862379,0.0074221824498096,0.0019041286682715,0.0101271919658491,0.5978909090909091,30.13370181818182,0.0121778249629381,0.0005978909090909,0.0,0.5330909090909092,0.45,1.0,0.0,0.8727272727272727,0.5636363636363636,False
20,5,equal_weight,vol_target_20pct_max_1p25,0.2,1.25,overall,275,0.3579497876930888,1.1196654639822103,2.1402989404426727,-0.4564075571376014,0.7842766450625867,0.0070804883939574,0.0019041286682715,0.0101271919658491,0.5708568429472297,28.771184884540375,0.0124412598622389,0.0005708568429472,0.0,0.5140774874201102,0.5,1.0,0.0,0.9781818181818182,0.5636363636363636,False
