iterations,block_rebalances,seed,candidate_max_drawdown_mean,candidate_max_drawdown_ci95_lower,candidate_max_drawdown_ci95_upper,max_drawdown_delta_mean,max_drawdown_delta_ci95_lower,max_drawdown_delta_ci95_upper,annualized_return_delta_mean,annualized_return_delta_ci95_lower,annualized_return_delta_ci95_upper,sharpe_delta_mean,sharpe_delta_ci95_lower,sharpe_delta_ci95_upper,candidate_max_drawdown_probability_below_25pct,max_drawdown_delta_probability_positive,annualized_return_delta_probability_positive,sharpe_delta_probability_positive
10000,6,20260811,-0.2049396217790253,-0.21962939402469497,-0.16322950072354922,0.17605561503384115,0.018365754821625724,0.4221039452599265,-0.1710963672483922,-0.3772264471388606,0.02692103648042837,-0.06959032211929796,-0.4138273762757997,0.33230306056428904,1.0,0.995,0.0422,0.3171
