model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,risk_anchor,signal_blend,annualized_net_volatility,avg_base_effective_n,avg_base_max_weight,avg_base_top3_weight_share,avg_weighted_score_z,avg_weight_score_correlation,avg_pairwise_correlation,avg_ex_ante_annualized_volatility,optimizer_fallback_rate,pareto_return_sharpe_drawdown,policy,expected_shortfall_95_return,worst_rebalance_return,ending_value_100k,maximum_underwater_days,avg_cash_weight,avg_controller_transaction_cost,drawdown_budget_floor_ratio,drawdown_budget_cushion_multiplier,cash_turnover_bps,cash_proxy
20,10,signal_shrinkage_max_diversification_blend_0.25,drawdown_budget_78_m3,,1.0,overall,139,0.3511382281486821,1.4345361744704694,2.93603113253788,-0.2156886354492643,1.6279866921003316,0.0180799241543751,0.002624454572086,0.0074582619435036,0.5085942979893674,12.816576309332058,0.027397194045730443,0.000508594297989337,0.0,0.3455740157337463,0.016491019047793334,0.6600000000000001,0.0,1.0,0.5755395683453237,shrinkage_max_diversification,0.25,0.22863128140531527,8.577797050032226,0.156796885153891,0.4381724605909083,2.5111570446494844,0.0941154684158564,0.2246732608198373,0.5185603732794969,0.0,True,drawdown_budget_78_m3,-0.07853439622160827,-0.0882688024981523,525924.4960616156,1032,0.6544259842662536,3.8368862136056355e-05,0.78,3.0,10.0,BIL
