model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,top_n,covariance_lookback,annualized_net_volatility,avg_base_effective_n,avg_base_max_weight,avg_pairwise_correlation,avg_max_pairwise_correlation,avg_ex_ante_annualized_volatility,optimizer_fallback_rate
20,10,inverse_volatility,legacy_risk_scaled,,1.0,2025,25,1.2799238371411472,2.7201509617839976,5.67782749173217,-0.09623869422069964,13.299472187413084,0.035124920481210846,0.09019189801549282,0.10917532406885332,0.8777931922699177,22.120388445201925,0.05786172518226153,0.0008777931922699176,0.0,0.594,0.45,1.0,0.0,0.76,0.8,10,60,0.32540399726417885,9.4567214426018,0.13674288418200914,,,,0.0
20,10,inverse_volatility,legacy_risk_scaled,,1.0,2026,11,0.577505542396541,1.5048769883338682,2.8578285040286855,-0.14014548574225616,4.120757363948496,0.020253812160145337,0.027895204049558718,0.04338840353177768,0.6955911749830378,17.528897609572553,0.03294591338597154,0.0006955911749830379,0.0,0.45,0.45,0.45,0.0,1.0,0.5454545454545454,10,60,0.33916132042177743,9.689376186022765,0.1356368306553395,,,,0.0
20,10,inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,2021,26,0.10157688509209994,0.44111333072143905,0.7354386815753142,-0.26614340832968486,0.3816622238724458,0.006241583461607636,-0.04151941140090673,-0.054243463635006,0.6773641067190466,17.069575489319973,0.005950756370927571,0.0006773641067190464,0.0,0.6164380314475165,0.5,1.0,0.0,0.7692307692307693,0.5,10,60,0.3565702786067896,9.56616285953754,0.12780900232828293,,,,0.0
20,10,inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,2022,26,-0.21605135760420147,-0.5164315499603479,-1.2741721511352488,-0.27779244112143686,-0.7777438318048211,-0.007287172605005648,-0.08470086902554524,-0.08391591623005151,0.6036914141989113,15.213023637812563,-0.014201736797883979,0.0006036914141989112,0.0,0.5,0.5,0.5,0.0,1.0,0.3076923076923077,10,60,0.35558778246650913,9.517952551147125,0.13729644149863113,,,,0.0
20,10,inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,2023,25,1.351661667140677,2.3610551062948755,10.26347821784359,-0.17298737016280852,7.8136436542653325,0.0373155145003671,0.06177551873293561,0.057163221451042814,0.6179741175534683,15.5729477623474,0.08679549227081804,0.0006179741175534683,0.0,0.5,0.5,0.5,0.0,1.0,0.64,10,60,0.3982757382079541,8.966015381051527,0.1572375230440222,,,,0.0
20,10,inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,2024,26,0.3977622344606322,1.3709331875545248,2.432195952592804,-0.12156828088365568,3.271924482022593,0.014773880752219162,-0.017673314871082705,-0.00026514577724847207,0.6311635670065363,15.905321888564714,0.025008122265454256,0.0006311635670065362,0.0,0.5003083291087133,0.5,0.5080165568265451,0.0,1.0,0.6153846153846154,10,60,0.2715681539667415,9.409755037638046,0.13760037280546025,,,,0.0
20,10,inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,2025,25,0.9046000007812898,2.5708961702665496,3.9217764519122817,-0.10772722618822372,8.397134436569914,0.027229149119368672,0.09019189801549282,0.10917532406885332,0.7244099657756525,18.255131137546442,0.04955319104340718,0.0007244099657756526,0.0,0.5022310430651866,0.5,0.5323026825604095,0.0,1.0,0.8,10,60,0.2669009218435096,9.4567214426018,0.13674288418200914,,,,0.0
20,10,inverse_volatility,vol_target_25pct_max_1p25,0.25,1.25,2026,11,0.6493151776557113,1.498883995588128,2.8227501621741533,-0.15640889168794048,4.1513955546158705,0.0225448664334464,0.027895204049558718,0.04338840353177768,0.7755544735714964,19.54397273400171,0.03322329530914984,0.0007755544735714965,0.0,0.5015720921219331,0.5,0.5095160456576746,0.0,1.0,0.5454545454545454,10,60,0.3790357598020304,9.689376186022765,0.1356368306553395,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_25pct_max_1p25,0.25,1.25,2021,26,0.00644632876125506,0.17002771603755268,0.25160952460176816,-0.2532918494422992,0.02545020211052451,0.0020701131068137225,-0.04151941140090673,-0.054243463635006,0.5941234748573792,14.971911566405954,0.00043056150396448797,0.0005941234748573792,0.0,0.5491303391398241,0.5,1.0,0.0,0.9615384615384616,0.5,10,60,0.3068138036988283,9.56616285953754,0.12780900232828293,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_25pct_max_1p25,0.25,1.25,2022,26,-0.21605135760420147,-0.5164315499603479,-1.2741721511352488,-0.27779244112143686,-0.7777438318048211,-0.007287172605005648,-0.08470086902554524,-0.08391591623005151,0.6036914141989113,15.213023637812563,-0.014201736797883979,0.0006036914141989112,0.0,0.5,0.5,0.5,0.0,1.0,0.3076923076923077,10,60,0.35558778246650913,9.517952551147125,0.13729644149863113,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_25pct_max_1p25,0.25,1.25,2023,25,1.351661667140677,2.3610551062948755,10.26347821784359,-0.17298737016280852,7.8136436542653325,0.0373155145003671,0.06177551873293561,0.057163221451042814,0.6179741175534683,15.5729477623474,0.08679549227081804,0.0006179741175534683,0.0,0.5,0.5,0.5,0.0,1.0,0.64,10,60,0.3982757382079541,8.966015381051527,0.1572375230440222,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_25pct_max_1p25,0.25,1.25,2024,26,0.3977622344606322,1.3709331875545248,2.432195952592804,-0.12156828088365568,3.271924482022593,0.014773880752219162,-0.017673314871082705,-0.00026514577724847207,0.6311635670065363,15.905321888564714,0.025008122265454256,0.0006311635670065362,0.0,0.5003083291087133,0.5,0.5080165568265451,0.0,1.0,0.6153846153846154,10,60,0.2715681539667415,9.409755037638046,0.13760037280546025,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_25pct_max_1p25,0.25,1.25,2025,25,0.9046000007812898,2.5708961702665496,3.9217764519122817,-0.10772722618822372,8.397134436569914,0.027229149119368672,0.09019189801549282,0.10917532406885332,0.7244099657756525,18.255131137546442,0.04955319104340718,0.0007244099657756526,0.0,0.5022310430651866,0.5,0.5323026825604095,0.0,1.0,0.8,10,60,0.2669009218435096,9.4567214426018,0.13674288418200914,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_25pct_max_1p25,0.25,1.25,2026,11,0.6493151776557113,1.498883995588128,2.8227501621741533,-0.15640889168794048,4.1513955546158705,0.0225448664334464,0.027895204049558718,0.04338840353177768,0.7755544735714964,19.54397273400171,0.03322329530914984,0.0007755544735714965,0.0,0.5015720921219331,0.5,0.5095160456576746,0.0,1.0,0.5454545454545454,10,60,0.3790357598020304,9.689376186022765,0.1356368306553395,,,,0.0
20,10,inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2021,26,0.05041485016162173,0.312523817091771,0.4868318577708789,-0.28978401610833515,0.17397388178502654,0.00474430729797152,-0.04151941140090673,-0.054243463635006,0.7177765743044536,18.08796967247223,0.002787203377410966,0.0007177765743044538,0.0,0.6586652462047262,0.5,1.0,0.0,0.7692307692307693,0.5,10,60,0.3825517844413604,9.56616285953754,0.12780900232828293,,,,0.0
20,10,inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2022,26,-0.2188769052253554,-0.5065223264937067,-1.2341066818517605,-0.277792441121437,-0.7879152663109122,-0.007316487254686586,-0.08470086902554524,-0.08391591623005151,0.615665917383285,15.514781118058782,-0.014107637327257467,0.0006156659173832851,0.0,0.5086116377955547,0.5,0.5703380601460556,0.0,1.0,0.3076923076923077,10,60,0.3640026691308991,9.517952551147125,0.13729644149863113,,,,0.0
20,10,inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2023,25,1.351661667140677,2.3610551062948755,10.26347821784359,-0.17298737016280852,7.8136436542653325,0.0373155145003671,0.06177551873293561,0.057163221451042814,0.6179741175534683,15.5729477623474,0.08679549227081804,0.0006179741175534683,0.0,0.5,0.5,0.5,0.0,1.0,0.64,10,60,0.3982757382079541,8.966015381051527,0.1572375230440222,,,,0.0
20,10,inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2024,26,0.4482835961785754,1.4074180123757187,2.524632218214912,-0.1232191064688184,3.638101338545392,0.016439777094008783,-0.017673314871082705,-0.00026514577724847207,0.6661967925692255,16.788159172744482,0.026702367517837347,0.0006661967925692254,0.0,0.5296721943045247,0.5,0.6096198681918541,0.0,1.0,0.6153846153846154,10,60,0.2943563171184043,9.409755037638046,0.13760037280546025,,,,0.0
20,10,inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2025,25,1.050876052737896,2.5060434183730353,3.593921955022232,-0.1292693380799257,8.12935277883261,0.030694829223495198,0.09019189801549282,0.10917532406885332,0.8184102882697679,20.62393926439815,0.05095418674704688,0.0008184102882697681,0.0,0.5672864188501211,0.5321626850141147,0.6387632190724913,0.0,1.0,0.8,10,60,0.3086577394314478,9.4567214426018,0.13674288418200914,,,,0.0
20,10,inverse_volatility,vol_target_30pct_max_1p25,0.3,1.25,2026,11,0.6560499010576379,1.3889115638961425,2.4392051281041534,-0.18027865136549148,3.6390881343325683,0.023333002443335762,0.027895204049558718,0.04338840353177768,0.8360580666834463,21.068663280422847,0.031138658030917615,0.0008360580666834466,0.0,0.5376278286395091,0.5,0.6114192547892096,0.0,1.0,0.5454545454545454,10,60,0.42334708476516725,9.689376186022765,0.1356368306553395,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2021,26,-0.04330508717328263,0.03307714888790925,0.04594912412443315,-0.2773464599926757,-0.15614076045688938,0.00044041224965238215,-0.04151941140090673,-0.054243463635006,0.6319284009628097,15.924595704262803,-0.0027193837744772654,0.0006319284009628096,0.0,0.5892317021638515,0.5,1.0,0.0,0.9615384615384616,0.5,10,60,0.33553039074951363,9.56616285953754,0.12780900232828293,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2022,26,-0.21605135760420147,-0.5164315499603479,-1.2741721511352488,-0.27779244112143686,-0.7777438318048211,-0.007287172605005648,-0.08470086902554524,-0.08391591623005151,0.6036914141989113,15.213023637812563,-0.014201736797883979,0.0006036914141989112,0.0,0.5,0.5,0.5,0.0,1.0,0.3076923076923077,10,60,0.35558778246650913,9.517952551147125,0.13729644149863113,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2023,25,1.351661667140677,2.3610551062948755,10.26347821784359,-0.17298737016280852,7.8136436542653325,0.0373155145003671,0.06177551873293561,0.057163221451042814,0.6179741175534683,15.5729477623474,0.08679549227081804,0.0006179741175534683,0.0,0.5,0.5,0.5,0.0,1.0,0.64,10,60,0.3982757382079541,8.966015381051527,0.1572375230440222,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2024,26,0.4482835961785754,1.4074180123757187,2.524632218214912,-0.1232191064688184,3.638101338545392,0.016439777094008783,-0.017673314871082705,-0.00026514577724847207,0.6661967925692255,16.788159172744482,0.026702367517837347,0.0006661967925692254,0.0,0.5296721943045247,0.5,0.6096198681918541,0.0,1.0,0.6153846153846154,10,60,0.2943563171184043,9.409755037638046,0.13760037280546025,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2025,25,1.050876052737896,2.5060434183730353,3.593921955022232,-0.1292693380799257,8.12935277883261,0.030694829223495198,0.09019189801549282,0.10917532406885332,0.8184102882697679,20.62393926439815,0.05095418674704688,0.0008184102882697681,0.0,0.5672864188501211,0.5321626850141147,0.6387632190724913,0.0,1.0,0.8,10,60,0.3086577394314478,9.4567214426018,0.13674288418200914,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_30pct_max_1p25,0.3,1.25,2026,11,0.6560499010576379,1.3889115638961425,2.4392051281041534,-0.18027865136549148,3.6390881343325683,0.023333002443335762,0.027895204049558718,0.04338840353177768,0.8360580666834463,21.068663280422847,0.031138658030917615,0.0008360580666834466,0.0,0.5376278286395091,0.5,0.6114192547892096,0.0,1.0,0.5454545454545454,10,60,0.42334708476516725,9.689376186022765,0.1356368306553395,,,,0.0
20,10,inverse_volatility,vol_target_35pct_max_1p25,0.35,1.25,2021,26,0.014278469335445632,0.23696189446456764,0.3543105219524009,-0.3146077924931284,0.045384983068267444,0.003925260435261583,-0.04151941140090673,-0.054243463635006,0.7813018212026036,19.68880589430561,0.0007252074814539792,0.0007813018212026036,0.0,0.7253609073633295,0.5239691381004701,1.0,0.0,0.7692307692307693,0.5,10,60,0.4174365806455968,9.56616285953754,0.12780900232828293,,,,0.0
20,10,inverse_volatility,vol_target_35pct_max_1p25,0.35,1.25,2022,26,-0.23950725371271842,-0.48031998112308616,-1.1503843234740052,-0.2888370573839142,-0.8292123451263805,-0.007761993952558582,-0.08470086902554524,-0.08391591623005151,0.6786705460185622,17.102497759667767,-0.014004226580139665,0.0006786705460185622,0.0,0.560345008832618,0.5,0.6653944035037316,0.0,1.0,0.3076923076923077,10,60,0.40723320971806815,9.517952551147125,0.13729644149863113,,,,0.0
20,10,inverse_volatility,vol_target_35pct_max_1p25,0.35,1.25,2023,25,1.3597079729936903,2.356132539634867,10.31095955592374,-0.17298737016280863,7.86015748845704,0.03748814511564393,0.06177551873293561,0.057163221451042814,0.61824891304729,15.579872608791709,0.08727336911769151,0.00061824891304729,0.0,0.5003177280304609,0.5,0.5079432007615241,0.0,1.0,0.64,10,60,0.4009542082299957,8.966015381051527,0.1572375230440222,,,,0.0
20,10,inverse_volatility,vol_target_35pct_max_1p25,0.35,1.25,2024,26,0.5385061595648688,1.4593293014991648,2.6238492100658797,-0.13178831961697757,4.086144820193124,0.01933859424337285,-0.017673314871082705,-0.00026514577724847207,0.7487555703792231,18.868640373556424,0.028539743664814432,0.0007487555703792231,0.0,0.5980623487453169,0.5,0.7112231795571631,0.0,1.0,0.6153846153846154,10,60,0.3339428423950376,9.409755037638046,0.13760037280546025,,,,0.0
20,10,inverse_volatility,vol_target_35pct_max_1p25,0.35,1.25,2025,25,1.287991268997935,2.506043418373035,3.593921955022232,-0.15081422775991338,8.540250400302648,0.03581063409407773,0.09019189801549282,0.10917532406885332,0.954812002981396,24.06126247513118,0.05352966288984855,0.000954812002981396,0.0,0.6618341553251413,0.6208564658498004,0.7452237555845733,0.0,1.0,0.8,10,60,0.3601006960033558,9.4567214426018,0.13674288418200914,,,,0.0
20,10,inverse_volatility,vol_target_35pct_max_1p25,0.35,1.25,2026,11,0.7266635051447718,1.3395730013722549,2.3301903478766994,-0.20854348404460432,3.484469958262275,0.026066842258723934,0.027895204049558718,0.04338840353177768,0.9524016660563576,24.00052198462021,0.03027698754262201,0.0009524016660563576,0.0,0.6100182334200365,0.5339157067672498,0.7133224639207444,0.0,1.0,0.5454545454545454,10,60,0.4903685161218781,9.689376186022765,0.1356368306553395,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_35pct_max_1p25,0.35,1.25,2021,26,-0.09619966335346375,-0.10545476687188886,-0.13973053638006916,-0.3026049592206478,-0.31790511167174457,-0.001493198002097197,-0.04151941140090673,-0.054243463635006,0.666783362269497,16.802940729191324,-0.005725168284759733,0.0006667833622694968,0.0,0.6251400057180398,0.5,1.0,0.0,0.9615384615384616,0.5,10,60,0.35682208371445406,9.56616285953754,0.12780900232828293,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_35pct_max_1p25,0.35,1.25,2022,26,-0.21605135760420147,-0.5164315499603479,-1.2741721511352488,-0.27779244112143686,-0.7777438318048211,-0.007287172605005648,-0.08470086902554524,-0.08391591623005151,0.6036914141989113,15.213023637812563,-0.014201736797883979,0.0006036914141989112,0.0,0.5,0.5,0.5,0.0,1.0,0.3076923076923077,10,60,0.35558778246650913,9.517952551147125,0.13729644149863113,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_35pct_max_1p25,0.35,1.25,2023,25,1.351661667140677,2.3610551062948755,10.26347821784359,-0.17298737016280852,7.8136436542653325,0.0373155145003671,0.06177551873293561,0.057163221451042814,0.6179741175534683,15.5729477623474,0.08679549227081804,0.0006179741175534683,0.0,0.5,0.5,0.5,0.0,1.0,0.64,10,60,0.3982757382079541,8.966015381051527,0.1572375230440222,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_35pct_max_1p25,0.35,1.25,2024,26,0.5385061595648688,1.4593293014991648,2.6238492100658797,-0.13178831961697757,4.086144820193124,0.01933859424337285,-0.017673314871082705,-0.00026514577724847207,0.7487555703792231,18.868640373556424,0.028539743664814432,0.0007487555703792231,0.0,0.5980623487453169,0.5,0.7112231795571631,0.0,1.0,0.6153846153846154,10,60,0.3339428423950376,9.409755037638046,0.13760037280546025,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_35pct_max_1p25,0.35,1.25,2025,25,1.233625849975601,2.5744784969662198,3.880752907203791,-0.1382658431535253,8.922130164901452,0.03454196061440344,0.09019189801549282,0.10917532406885332,0.9365208132315815,23.600324493435853,0.052271563059174006,0.0009365208132315816,0.0,0.6484161452874322,0.6208564658498004,0.6955258486284329,0.0,1.0,0.8,10,60,0.3381101875617601,9.4567214426018,0.13674288418200914,,,,0.0
20,10,inverse_volatility,regime_dd_vol_target_35pct_max_1p25,0.35,1.25,2026,11,0.7347160635782481,1.3814008747703925,2.5208861434840584,-0.19793537852952814,3.7118986460959666,0.025954261572845437,0.027895204049558718,0.04338840353177768,0.9331016597807977,23.5141618264761,0.031245683728815043,0.0009331016597807977,0.0,0.5987263953584209,0.5339157067672498,0.65,0.0,1.0,0.5454545454545454,10,60,0.47346675652309583,9.689376186022765,0.1356368306553395,,,,0.0
