model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,period,num_rebalances,annualized_net_return,net_sharpe,net_sortino,max_drawdown,calmar,avg_net_return,avg_realized_return_ic,avg_model_target_ic,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_financing_cost,avg_exposure,min_exposure,max_exposure,leveraged_period_share,deleveraged_period_share,net_hit_rate,risk_anchor,signal_blend,annualized_net_volatility,avg_base_effective_n,avg_base_max_weight,avg_base_top3_weight_share,avg_weighted_score_z,avg_weight_score_correlation,avg_pairwise_correlation,avg_ex_ante_annualized_volatility,optimizer_fallback_rate,pareto_return_sharpe_drawdown
20,10,signal_shrinkage_min_variance_blend_0.00,vol_target_35pct_max_1p25,0.35,1.25,overall,139,0.49492478835388076,1.1998953087826134,2.3386506933514326,-0.4849321034678732,1.0206063587346503,0.01914571929170058,0.002624454572086001,0.007458261943503612,0.9395296712428317,23.67614771531936,0.020903940721473273,0.0009395296712428316,0.0,0.6697601751084551,0.5,1.0,0.0,0.9568345323741008,0.5755395683453237,shrinkage_min_variance,0.0,0.4020951849877302,7.174083472474396,0.17560313287870155,0.5077901432406275,2.4616318193632636,-0.17908954200095736,0.22467326081983738,0.48639775841717386,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.00,regime_dd_vol_target_35pct_max_1p25,0.35,1.25,overall,139,0.4283095493267701,1.209590964085485,2.374792477527295,-0.4191209465449446,1.0219235112383966,0.016501483410731547,0.002624454572086001,0.007458261943503612,0.833840148495166,21.012771742078183,0.020383296148840664,0.0008338401484951661,0.0,0.5935438987009221,0.5,1.0,0.0,0.9928057553956835,0.5755395683453237,shrinkage_min_variance,0.0,0.34378347251033753,7.174083472474396,0.17560313287870155,0.5077901432406275,2.4616318193632636,-0.17908954200095736,0.22467326081983738,0.48639775841717386,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.25,static_1x,,1.0,overall,139,0.775466256510442,1.2268113961209792,2.720820135485535,-0.6816278526479251,1.1376680889696364,0.03002634427459094,0.002624454572086001,0.007458261943503612,1.3409330215610042,33.79151214333731,0.022948551494856414,0.0013409330215610042,0.0,1.0,1.0,1.0,0.0,0.0,0.5539568345323741,shrinkage_min_variance,0.25,0.6167727803248048,8.203079524572264,0.15890339115370242,0.45425100650196076,2.4904829433596043,-0.04645472929092528,0.22467326081983738,0.5001790805705876,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.25,legacy_risk_scaled,,1.0,overall,139,0.45526267741274395,1.281037917581431,2.524913265293509,-0.4403569668438023,1.0338491535078376,0.017167715085920108,0.002624454572086001,0.007458261943503612,0.7269103480332936,18.318140770438998,0.024853105078623844,0.0007269103480332937,0.0,0.5341726618705037,0.45,1.0,0.0,0.8705035971223022,0.5539568345323741,shrinkage_min_variance,0.25,0.33771554629856315,8.203079524572264,0.15890339115370242,0.45425100650196076,2.4904829433596043,-0.04645472929092528,0.22467326081983738,0.5001790805705876,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.25,vol_target_35pct_max_1p25,0.35,1.25,overall,139,0.5012587817130516,1.2060216457680022,2.404175243689766,-0.5050061059542246,0.9925796456775661,0.019343924935389282,0.002624454572086001,0.007458261943503612,0.8717468417737677,21.968020412698944,0.022817658227561162,0.0008717468417737677,0.0,0.6480849876674493,0.5,1.0,0.0,0.9568345323741008,0.5539568345323741,shrinkage_min_variance,0.25,0.4041941619226808,8.203079524572264,0.15890339115370242,0.45425100650196076,2.4904829433596043,-0.04645472929092528,0.22467326081983738,0.5001790805705876,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.50,static_1x,,1.0,overall,139,0.8177629830434503,1.226918523705846,2.844766050401782,-0.7132687918059135,1.1465004391583846,0.03174048157093811,0.002624454572086001,0.007458261943503612,1.2928177587644287,32.579007520863605,0.025100917593016137,0.0012928177587644288,0.0,1.0,1.0,1.0,0.0,0.0,0.5611510791366906,shrinkage_min_variance,0.5,0.6519260408357866,9.053412259218597,0.14420673916631224,0.4066656907001972,2.5193340673559446,0.1802157664629177,0.22467326081983738,0.5226492923059218,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.50,legacy_risk_scaled,,1.0,overall,139,0.4842733069296892,1.2814658262727672,2.578028204867775,-0.47631317873079404,1.0167119629570318,0.01823001098030458,0.002624454572086001,0.007458261943503612,0.7001126907247595,17.64283980626394,0.02744871643383352,0.0007001126907247594,0.0,0.5341726618705037,0.45,1.0,0.0,0.8705035971223022,0.5611510791366906,shrinkage_min_variance,0.5,0.3584928035419107,9.053412259218597,0.14420673916631224,0.4066656907001972,2.5193340673559446,0.1802157664629177,0.22467326081983738,0.5226492923059218,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.50,vol_target_25pct_max_1p25,0.25,1.25,overall,139,0.438599725824961,1.2328775711059852,2.7994517382219746,-0.4395072984658952,0.9979350225943867,0.016739792651979116,0.002624454572086001,0.007458261943503612,0.6814278913035378,17.171982860849152,0.02554158884149226,0.0006814278913035378,0.0,0.526228798910936,0.5,1.0,0.0,0.9568345323741008,0.5611510791366906,shrinkage_min_variance,0.5,0.34216112346942007,9.053412259218597,0.14420673916631224,0.4066656907001972,2.5193340673559446,0.1802157664629177,0.22467326081983738,0.5226492923059218,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.75,static_1x,,1.0,overall,139,0.8539032094624837,1.2181815862850944,2.8641137357488784,-0.7423249414000881,1.1503091999737332,0.0334410254320806,0.002624454572086001,0.007458261943503612,1.2582959311725364,31.709057465547914,0.026929315397982257,0.0012582959311725364,0.0,1.0,1.0,1.0,0.0,0.0,0.5467625899280576,shrinkage_min_variance,0.75,0.6917801503290893,9.48370554800759,0.13696943656634214,0.37904965003279234,2.548185191352285,0.5729264496552403,0.22467326081983738,0.5523763466732247,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.75,legacy_risk_scaled,,1.0,overall,139,0.511852576342271,1.2737432433700935,2.5861058028015793,-0.5105599416987858,1.00253179800825,0.01928505354632232,0.002624454572086001,0.007458261943503612,0.6805683617829538,17.150322716930436,0.029845069669562598,0.0006805683617829536,0.0,0.5341726618705037,0.45,1.0,0.0,0.8705035971223022,0.5467625899280576,shrinkage_min_variance,0.75,0.3815394914924132,9.48370554800759,0.13696943656634214,0.37904965003279234,2.548185191352285,0.5729264496552403,0.22467326081983738,0.5523763466732247,0.0,True
20,10,signal_shrinkage_min_variance_blend_0.75,vol_target_25pct_max_1p25,0.25,1.25,overall,139,0.45832422134644313,1.2271068060116312,2.850794420756373,-0.4631354529916559,0.9896116101366581,0.017503904386902174,0.002624454572086001,0.007458261943503612,0.6595639364943754,16.62101119965826,0.027574990224172802,0.0006595639364943754,0.0,0.5235015901598584,0.5,1.0,0.0,0.9568345323741008,0.5467625899280576,shrinkage_min_variance,0.75,0.35946210092632624,9.48370554800759,0.13696943656634214,0.37904965003279234,2.548185191352285,0.5729264496552403,0.22467326081983738,0.5523763466732247,0.0,True
