policy,num_rebalances_liquid500,avg_net_portfolio_5d_liquid500,avg_net_excess_5d_liquid500,avg_long_short_5d_liquid500,avg_spearman_ic_liquid500,avg_turnover_liquid500,avg_transaction_cost_liquid500,annualized_net_return_liquid500,net_sharpe_liquid500,excess_sharpe_liquid500,max_drawdown_liquid500,num_rebalances_broad_pit,avg_net_portfolio_5d_broad_pit,avg_net_excess_5d_broad_pit,avg_long_short_5d_broad_pit,avg_spearman_ic_broad_pit,avg_turnover_broad_pit,avg_transaction_cost_broad_pit,annualized_net_return_broad_pit,net_sharpe_broad_pit,excess_sharpe_broad_pit,max_drawdown_broad_pit,num_rebalances_delta,avg_net_portfolio_5d_delta,avg_net_excess_5d_delta,avg_long_short_5d_delta,avg_spearman_ic_delta,avg_turnover_delta,avg_transaction_cost_delta,annualized_net_return_delta,net_sharpe_delta,excess_sharpe_delta,max_drawdown_delta
baseline_equal_weight,276,0.0116866683210037,0.0066658475925479,0.0028752166652826,0.0028663001197762,1.297826086956522,0.0012978260869565,0.4868837125606149,0.9445171143896424,0.672974313744557,-0.7683063224514699,276,0.0079886442444861,0.0054181822151922,0.0045577051958466,-0.018350427640952,1.4007246376811595,0.0014007246376811,0.2917534495584484,0.742281566368762,0.6496464907215095,-0.6888122257675708,0,-0.0036980240765176007,-0.0012476653773557007,0.0016824885305639996,-0.0212167277607282,0.1028985507246376,0.00010289855072460018,-0.19513026300216652,-0.2022355480208804,-0.023327823023047478,0.07949409668389906
turnover_buffer_inverse_volatility_risk_scaled,276,0.0064451743129722,0.0034397200901389,0.0017697898942132,0.0028663001197762,0.6466028265670025,0.000646602826567,0.2998458955181979,0.9150768670453104,0.6195670193627921,-0.5786322592037293,276,0.0045145877026549,0.0029994135491504,0.0016919140545755,-0.018350427640952,0.7010968966509665,0.0007010968966509,0.1993069657421313,0.7477210314339344,0.6356042475559023,-0.4180677421572413,0,-0.0019305866103173,-0.0004403065409885002,-7.78758396376999e-05,-0.0212167277607282,0.05449407008396401,5.449407008390004e-05,-0.1005389297760666,-0.167355835611376,0.016037228193110153,0.160564517046488
