policy,num_rebalances,median_net_5d_return,median_excess_5d_return,net_return_10th_percentile,excess_return_10th_percentile,worst_decile_mean_net_return,worst_decile_mean_excess_return,worst_net_5d_return,worst_excess_5d_return,annualized_net_return,net_sharpe,excess_sharpe,sortino_ratio,skewness,excess_kurtosis,max_drawdown,longest_underwater_rebalances,longest_underwater_calendar_days,deepest_drawdown_recovered,deepest_drawdown_trough_to_recovery_days,worst_monthly_return,median_monthly_return,monthly_hit_rate,avg_turnover,avg_exposure,avg_maximum_weight,worst_maximum_weight,avg_herfindahl_index,effective_assets_by_slot_frequency,top_asset_rebalance_frequency,var_95_return,expected_shortfall_95_return,var_99_return,expected_shortfall_99_return
baseline_equal_weight,276,0.0076550915401177,1.8239383877300037e-05,-0.09202807612346076,-0.06562026011041544,-0.13818840351305417,-0.1077199919713725,-0.2156162753831841,-0.1935475248401652,0.4868837125606149,0.9445171143896425,0.6729743137445571,1.5448571648021356,0.26784837746253454,0.7524725952767457,-0.7683063224514697,152,1094,True,679.0,-0.2588597846525863,0.020101458357921764,0.5454545454545454,1.297826086956522,1.0,0.09999999999999998,0.1,0.09999999999999998,67.83863211327812,0.35144927536231885,-0.12466807414490333,-0.1676644324098216,-0.19735091188904422,-0.20378844122512885
turnover_buffer_inverse_volatility_risk_scaled,276,0.00427684566059635,0.0002565042691049869,-0.04984784723837555,-0.03533705007014655,-0.0814522373010774,-0.06350853165393885,-0.1731466273012112,-0.1487125918501668,0.2998458955181982,0.9150768670453101,0.6195670193627925,1.4919767389651317,0.4135013534854261,2.759239825224182,-0.578632259203729,190,1367,True,679.0,-0.19929353587516896,0.004940011268809941,0.5454545454545454,0.6466028265670025,0.5327898550724639,0.0743322779531126,0.18,0.034018611014350386,66.7157120336311,0.3695652173913043,-0.07106910694596646,-0.10169259481216879,-0.11918781305898338,-0.14328283328902913
