policy,comparator,overall_max_drawdown,development_max_drawdown,confirmation_max_drawdown,overall_annualized_net_return,overall_return_retention,confirmation_return_retention,overall_sharpe_delta,confirmation_sharpe_delta,worst_rebalance_return,required_cost_stress_bps,stressed_max_drawdown,parameter_neighborhood_rows,parameter_neighborhood_pass_rate,bootstrap_probability_drawdown_below_25pct,bootstrap_probability_drawdown_improvement,overall_drawdown_gate,development_drawdown_gate,confirmation_drawdown_gate,overall_return_retention_gate,confirmation_return_retention_gate,overall_sharpe_gate,confirmation_sharpe_gate,worst_rebalance_gate,cost_stress_drawdown_gate,parameter_neighborhood_gate,bootstrap_drawdown_gate,bootstrap_improvement_gate,all_gates_pass
drawdown_budget_78_m3,legacy_risk_scaled_cash_yield,-0.2156886354492643,-0.2156886354492643,-0.12234748213586455,0.3511382281486821,0.700374974365715,0.6918703826425184,0.09930419176764538,-0.11554392033977079,-0.0882688024981523,25.0,-0.21592939931862087,27,1.0,1.0,0.995,True,True,True,True,True,True,True,True,True,True,True,True,True
