policy,policy_label,policy_kind,period,num_rebalances,annualized_net_return,annualized_volatility,net_sharpe,net_sortino,max_drawdown,calmar,expected_shortfall_95_return,worst_rebalance_return,ending_value_100k,maximum_underwater_days,avg_equity_exposure,avg_sleeve_gross_notional,avg_cash_weight,avg_sleeve_turnover,annualized_sleeve_turnover,avg_sleeve_transaction_cost,avg_short_borrow_cost,turnover_bps,budget_override,sleeve_budget
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,development_2021_2023,77,0.13322352496593637,0.3438148505044109,0.5309950742782975,0.9081852579582815,-0.4837152546524478,0.275417249475951,-0.12138293575479225,-0.2140050855670619,146542.72973534258,860,0.49025974025974045,0.18051948051948047,0.32922077922077925,0.14091973319516235,3.551177276518091,7.045986659758121e-05,1.1306641647400012e-05,5.0,0.2,0.2
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,holdout_2024_2026,62,1.1168884609483491,0.3486296072586236,2.345741538947171,5.932026529645269,-0.11155232758362366,10.012238069269234,-0.08616768304816107,-0.09297998399046085,632878.6078323044,146,0.5887096774193551,0.14999999999999994,0.26129032258064516,0.11827849320575347,2.9806180287849875,5.913924660287673e-05,3.761678394193243e-06,5.0,0.2,0.2
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2021,26,-0.17411307123589548,0.3197685330391456,-0.43087982780783374,-0.5153995871516472,-0.332912296097593,-0.5229998209043453,-0.15367787063734584,-0.2140050855670619,82088.65711626747,331,0.5346153846153846,0.16923076923076924,0.2961538461538462,0.15230346237982426,3.838047251971571,7.615173118991212e-05,8.416833206976552e-06,5.0,0.2,0.2
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2022,26,-0.1837013210716476,0.2851754720876431,-0.5752946136804501,-0.8925043834703312,-0.27014500928065033,-0.6800100492724727,-0.07849670999933105,-0.08757892813456922,81105.56465326496,191,0.44999999999999996,0.19230769230769235,0.3576923076923078,0.09571321156174814,2.411972931356053,4.785660578087408e-05,1.309109476651152e-05,5.0,0.2,0.2
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2023,25,1.2149887135168647,0.39196418733983446,2.2354401660977117,7.155345366402346,-0.15787950544311402,7.695670885887342,-0.05698822120059356,-0.06614891537126578,220105.2866213101,128,0.486,0.18,0.3340000000000001,0.1760954373418649,4.4376050210149955,8.804771867093245e-05,1.2456211181564448e-05,5.0,0.2,0.2
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2024,26,0.8123358903076361,0.3883584594852082,1.726226372635548,4.053496121094534,-0.10665384825970892,7.61656427370109,-0.08946786971318076,-0.09297998399046085,184687.17771296925,146,0.6423076923076922,0.13076923076923078,0.22692307692307698,0.08570159149472986,2.1596801056671926,4.285079574736493e-05,2.2625552606082205e-06,5.0,0.2,0.2
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2025,25,1.7097839955534142,0.31716787089871123,3.3483261946897405,10.374789901656147,-0.08656040798697606,19.752494648715953,-0.06503785027998449,-0.0865604079869762,268842.9696300943,43,0.594,0.14800000000000002,0.258,0.15983010157222238,4.027718559620004,7.99150507861112e-05,5.91845549524409e-06,5.0,0.2,0.2
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2026,11,0.7435219767541705,0.3360139837547431,1.819050308585872,4.474847956308948,-0.11155232758362366,6.665230505359017,-0.07917458477930654,-0.07917458477930654,127463.24993743048,74,0.45,0.2,0.35000000000000003,0.10084296914437986,2.5412428224383725,5.042148457218993e-05,2.4032942075513674e-06,5.0,0.2,0.2
strategic_gold_10,Strategic 10% gold,strategic_single,overall,139,0.4858099593260252,0.3342006022214303,1.3543964959816022,2.7296817160458575,-0.4719112591832113,1.0294519358721594,-0.10058630058601002,-0.20182787194986826,888234.287183984,860,0.5074640287769785,0.049999999999999996,0.44253597122302163,0.030773381294964028,0.7754892086330935,3.077338129496403e-05,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,development_2021_2023,77,0.14340653028669403,0.3298049599753005,0.5668083289250457,0.9804445558298741,-0.4719112591832113,0.303884528067636,-0.11556985820127835,-0.20182787194986826,150603.60760571374,860,0.4657467532467533,0.04999999999999998,0.48425324675324666,0.024707792207792206,0.6226363636363635,2.4707792207792207e-05,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,holdout_2024_2026,62,1.0570700013039178,0.33049839740527076,2.3680213432480772,6.093130776779684,-0.11567319775861096,9.138417730180086,-0.07954460068291068,-0.08265882264822434,589782.8752611406,146,0.5592741935483874,0.04999999999999998,0.3907258064516129,0.038306451612903226,0.9653225806451613,3.830645161290322e-05,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,2021,26,-0.17606890968024957,0.29893671382631193,-0.4915972412480159,-0.583835672943592,-0.31849235187314884,-0.5528198986403775,-0.1459289008459665,-0.20182787194986826,81888.09356712383,331,0.5078846153846154,0.05000000000000001,0.44211538461538463,0.06221153846153846,1.5677307692307692,6.221153846153846e-05,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,2022,26,-0.17936511725025173,0.27764087909038354,-0.5790709209262446,-0.8958612729524289,-0.2520445836845919,-0.7116404353077028,-0.07689672545670206,-0.08369930951677687,81550.11464675082,362,0.4275,0.05000000000000001,0.5225000000000001,0.0,0.0,0.0,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,2023,25,1.2699461741584064,0.37456426864471076,2.3915866991411363,7.986570746910604,-0.1520844725325039,8.35026845943783,-0.05091202408956626,-0.06271876310387912,225522.5839378074,128,0.46169999999999994,0.05000000000000001,0.48829999999999996,0.011399999999999995,0.28727999999999987,1.1399999999999996e-05,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,2024,26,0.7789451198510136,0.3658712346687606,1.7594025863878242,4.1932370397645835,-0.09896398939256856,7.870995547290521,-0.0821175966910481,-0.08265882264822434,181177.48162321188,146,0.6101923076923076,0.05000000000000001,0.33980769230769226,0.031057692307692304,0.782653846153846,3.1057692307692305e-05,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,2025,25,1.6475695129810348,0.29790096945270184,3.4661757639735145,11.259535791359982,-0.07758947791486082,21.234445149752368,-0.057713428513757686,-0.07758947791486065,262718.9743603364,43,0.5643,0.05000000000000001,0.38569999999999993,0.06269999999999999,1.5800399999999997,6.269999999999999e-05,0.0,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,2026,11,0.6340886653938311,0.3285699895120546,1.6523053137512134,4.027272627209751,-0.11567319775861096,5.481725046774098,-0.07635373143468589,-0.07635373143468589,123907.18763062847,74,0.42750000000000005,0.05,0.5225,0.0,0.0,0.0,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,overall,139,0.4974034532409546,0.33450795480839435,1.3770545000623933,2.77030404561291,-0.4560998065146622,1.0905583517825164,-0.10069387111851216,-0.20381318755312985,927142.9983297338,860,0.5074640287769785,0.049999999999999996,0.44253597122302163,0.030773381294964028,0.7754892086330935,3.077338129496403e-05,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,development_2021_2023,77,0.15754310219388157,0.3325669334811877,0.6019632548554827,1.043051392854914,-0.4560998065146622,0.3454136571505365,-0.11569870029683955,-0.20381318755312985,156365.65085888343,860,0.4657467532467533,0.04999999999999998,0.48425324675324666,0.024707792207792206,0.6226363636363635,2.4707792207792207e-05,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,holdout_2024_2026,62,1.0615281897177664,0.32821595551101307,2.3889411562722263,6.153717278989864,-0.10441485187208177,10.166448265599614,-0.07913527441268384,-0.08375706276733175,592932.6506410668,146,0.5592741935483874,0.04999999999999998,0.3907258064516129,0.038306451612903226,0.9653225806451613,3.830645161290322e-05,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2021,26,-0.15134177581802388,0.3061290483049613,-0.37687143349950236,-0.45246252833158024,-0.31739033534256567,-0.47683170835897604,-0.1482557775781811,-0.20381318755312985,84424.86487751019,331,0.5078846153846154,0.05000000000000001,0.44211538461538463,0.06221153846153846,1.5677307692307692,6.221153846153846e-05,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2022,26,-0.16909270921010344,0.2766271457531878,-0.5375949377580818,-0.8432028559836058,-0.2542462540174021,-0.6650745351730128,-0.07364460731042335,-0.078415042684869,82603.54446610264,191,0.4275,0.05000000000000001,0.5225000000000001,0.0,0.0,0.0,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2023,25,1.2567200012454083,0.3790128000673798,2.3514844334550262,7.673218097472397,-0.14472618787819314,8.683431932188457,-0.052398237367084044,-0.06317305293095377,224218.94235484273,128,0.46169999999999994,0.05000000000000001,0.48829999999999996,0.011399999999999995,0.28727999999999987,1.1399999999999996e-05,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2024,26,0.7715959616754984,0.3651975456385719,1.7503950838730742,4.173505556842833,-0.10441485187208177,7.389714660714911,-0.08120218850661805,-0.08375706276733175,180405.29272647717,146,0.6101923076923076,0.05000000000000001,0.33980769230769226,0.031057692307692304,0.782653846153846,3.1057692307692305e-05,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2025,25,1.5733315152418843,0.3011430930521608,3.3333143420063376,10.673836477093815,-0.07965791962899083,19.751099734586635,-0.060497780563297195,-0.07965791962899084,255409.96413505584,43,0.5643,0.05000000000000001,0.38569999999999993,0.06269999999999999,1.5800399999999997,6.269999999999999e-05,0.0,10.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2026,11,0.781953498072606,0.31308925769958895,2.0029545210018176,4.964528260461598,-0.08787149952525741,8.898829567007043,-0.07447880100850843,-0.07447880100850843,128682.13423682573,74,0.42750000000000005,0.05,0.5225,0.0,0.0,0.0,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,overall,139,0.4810026800892093,0.33406421625294164,1.3449773789783286,2.7042214890442704,-0.47150837788388966,1.0201360201656007,-0.10055938381708891,-0.2029063888353399,872497.8793349034,860,0.5074640287769785,0.049999999999999996,0.44253597122302163,0.030773381294964028,0.7754892086330935,3.077338129496403e-05,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,development_2021_2023,77,0.14329811213763044,0.3301286197155208,0.5663386274547225,0.9783155018378445,-0.47150837788388966,0.3039142438587126,-0.11580680317590702,-0.2029063888353399,150559.97767176304,860,0.4657467532467533,0.04999999999999998,0.48425324675324666,0.024707792207792206,0.6226363636363635,2.4707792207792207e-05,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,holdout_2024_2026,62,1.0424191310527302,0.33008501185601224,2.3482538972720794,6.02839119687287,-0.11297166448066054,9.22726186114732,-0.07935131419769081,-0.08201470290209402,579501.8655203595,146,0.5592741935483874,0.04999999999999998,0.3907258064516129,0.038306451612903226,0.9653225806451613,3.830645161290322e-05,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2021,26,-0.17036981233359527,0.3002989316904045,-0.46512267627798004,-0.5537375593365115,-0.31894352756562483,-0.5341692105620187,-0.14642419544801683,-0.2029063888353399,82472.55562892577,331,0.5078846153846154,0.05000000000000001,0.44211538461538463,0.06221153846153846,1.5677307692307692,6.221153846153846e-05,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2022,26,-0.1817352467869512,0.27708007207411267,-0.5911113164087582,-0.9130686009009668,-0.2546387322217838,-0.7136983647431313,-0.07668914102430542,-0.08352343270828735,81307.11840134898,362,0.4275,0.05000000000000001,0.5225000000000001,0.0,0.0,0.0,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2023,25,1.2598608151117632,0.3752587478622524,2.375561901358157,7.8626560172049045,-0.15189664450298324,8.294197802947647,-0.05146867350685159,-0.06322547987789406,224528.52306466826,128,0.46169999999999994,0.05000000000000001,0.48829999999999996,0.011399999999999995,0.28727999999999987,1.1399999999999996e-05,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2024,26,0.7633782696738238,0.3664043754757357,1.7327461684787224,4.115264918862438,-0.10368363994016327,7.362572052007202,-0.08168525322425757,-0.08201470290209402,179541.96590290216,146,0.6101923076923076,0.05000000000000001,0.33980769230769226,0.031057692307692304,0.782653846153846,3.1057692307692305e-05,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2025,25,1.6104314079963324,0.29785439876058495,3.4172796300618438,11.07697458243733,-0.0773179675674791,20.828682629181007,-0.05833106867805034,-0.07731796756747907,259062.79439577027,43,0.5643,0.05000000000000001,0.38569999999999993,0.06269999999999999,1.5800399999999997,6.269999999999999e-05,0.0,10.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2026,11,0.6547970692488667,0.3257149355723557,1.70375621434112,4.166901450380149,-0.11297166448066076,5.796117745622481,-0.0767167827747691,-0.0767167827747691,124590.18090204545,74,0.42750000000000005,0.05,0.5225,0.0,0.0,0.0,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,overall,139,0.5040790958428005,0.35162065784906427,1.3386744876218382,2.690377967809875,-0.49264414903440445,1.0232113724090885,-0.10571269024698483,-0.2140050855670619,950172.6701177367,860,0.5341726618705037,0.04244604316546762,0.42338129496402876,0.03201438848920864,0.8067625899280576,3.201438848920864e-05,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,development_2021_2023,77,0.14590728324227586,0.3473634138574972,0.561019702136247,0.9681192117055514,-0.49264414903440445,0.296171757095376,-0.1217404934704487,-0.2140050855670619,151612.32978389654,860,0.49025974025974045,0.046428571428571416,0.46331168831168834,0.025324675324675326,0.6381818181818182,2.5324675324675325e-05,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,holdout_2024_2026,62,1.1084804547564713,0.347602415641018,2.339644390319024,6.011157430853811,-0.11925904759241401,9.294728384423061,-0.08346662243623038,-0.0864552742721716,626712.0038799504,146,0.5887096774193551,0.037499999999999985,0.37379032258064515,0.04032258064516129,1.0161290322580645,4.03225806451613e-05,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2021,26,-0.18243921552289055,0.31621173002934116,-0.4710379776870829,-0.5606216087891969,-0.33513876537205234,-0.5443691818830827,-0.15381537063734585,-0.2140050855670619,81234.9486893657,331,0.5346153846153846,0.04230769230769231,0.4230769230769231,0.06346153846153847,1.5992307692307695,6.346153846153847e-05,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2022,26,-0.19242626994278744,0.29159160683333457,-0.5933189808521585,-0.9159748624165308,-0.2667765440900842,-0.7213013070512285,-0.08069143989456404,-0.08793977162331157,80211.30566660129,362,0.44999999999999996,0.05000000000000001,0.5,0.0,0.0,0.0,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2023,25,1.342556494613607,0.3947443030408333,2.368764080493289,7.822574740905452,-0.15974410153326135,8.404419829761693,-0.05424965682720309,-0.06662400360986771,232678.37668218353,128,0.486,0.047,0.46699999999999997,0.012000000000000002,0.30240000000000006,1.2e-05,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2024,26,0.8086657829074981,0.38577052576790816,1.7297597151275064,4.115113467125355,-0.1097072728530426,7.371122824197254,-0.08578263426694477,-0.0864552742721716,184301.31246647937,146,0.6423076923076922,0.032692307692307694,0.32499999999999996,0.032692307692307694,0.8238461538461539,3.269230769230769e-05,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2025,25,1.725277278939266,0.31394582527523285,3.3982998966583784,11.013294340156559,-0.08146158931320957,21.179027974838444,-0.061476332306661385,-0.08146158931320963,270367.8546857217,43,0.594,0.037000000000000005,0.369,0.066,1.6632,6.6e-05,0.0,10.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2026,11,0.6909824702107727,0.3428339723805784,1.6973216523141852,4.146898824363489,-0.11925904759241401,5.793962673358845,-0.08083963189782233,-0.08083963189782233,125772.16308171111,74,0.45,0.05,0.5,0.0,0.0,0.0,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,overall,139,0.5022556906207516,0.35091974776047213,1.3371407970113551,2.6916249161366546,-0.4897845404223168,1.0254625231488148,-0.10566171818576331,-0.2140050855670619,943836.2994338931,860,0.5341726618705037,0.035431654676258986,0.43039568345323737,0.054664799241440104,1.3775529408842906,5.46647992414401e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,development_2021_2023,77,0.14452992021556232,0.3462591471104989,0.5582607287166366,0.9636893701387295,-0.4897845404223168,0.29508877534383054,-0.12178299418875607,-0.2140050855670619,151056.1860777699,860,0.49025974025974045,0.03376623376623376,0.47597402597402594,0.052957773790845,1.334535899529294,5.2957773790845e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,holdout_2024_2026,62,1.1058973007643935,0.3473638482425144,2.3373522837072436,6.024101211822096,-0.12073823778282855,9.159461998721293,-0.0832241963915375,-0.08635563651015121,624824.6589172899,146,0.5887096774193551,0.037499999999999985,0.37379032258064515,0.056784814720404996,1.4309773309542058,5.678481472040499e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,2021,26,-0.18180846511487436,0.3161958754947029,-0.4686380606185331,-0.5576281802693046,-0.33386407198594203,-0.5445583408643316,-0.15381537063734585,-0.2140050855670619,81299.61208744123,331,0.5346153846153846,0.04230769230769231,0.4230769230769231,0.0833400247933293,2.1001686247918983,8.334002479332931e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,2022,26,-0.18782940094513945,0.2907194429638551,-0.5766450834784133,-0.8974899287771964,-0.26440148672388664,-0.7103946474449627,-0.07971228932923143,-0.08831549863558973,80682.4212859128,362,0.44999999999999996,0.02884615384615385,0.5211538461538462,0.017846708712667417,0.4497370595592189,1.7846708712667418e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,2023,25,1.318298145831097,0.39345932433952524,2.347966152087575,7.753270194355855,-0.1604185793858628,8.217864482268782,-0.05496789004160474,-0.06604891537126578,230287.899710767,128,0.486,0.030000000000000006,0.484,0.057875740429565996,1.458468658825063,5.7875740429566005e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,2024,26,0.8098377789769577,0.3855561297683589,1.7322023369146438,4.133707835381582,-0.10944127807124915,7.3997470903961124,-0.0856059999311186,-0.08635563651015121,184424.5302901586,146,0.6423076923076922,0.032692307692307694,0.32499999999999996,0.047783251519674295,1.2041379382957922,4.778325151967429e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,2025,25,1.7137681926117376,0.31379943768444496,3.3857057527983545,10.9663913400115,-0.08128805068308176,21.08265825309573,-0.06155806184354789,-0.08128805068308162,269235.1101824557,43,0.594,0.037000000000000005,0.369,0.08266929071665344,2.0832661260596668,8.266929071665339e-05,0.0,10.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,2026,11,0.6929750253723173,0.34266609717877444,1.701449171131151,4.1908664996892195,-0.12073823778282877,5.739482686659447,-0.08039673502083114,-0.08039673502083114,125836.83322214636,74,0.45,0.05,0.5,0.019232882294294776,0.4846686338162283,1.9232882294294775e-05,0.0,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,overall,139,0.499832706972267,0.35073924772512344,1.3330044290250442,2.6766120997950136,-0.49057657418002565,1.0188678654452927,-0.10607831064697695,-0.2140050855670619,935469.9490357144,860,0.5341726618705037,0.04172661870503596,0.4241007194244604,0.05671598207695003,1.4292427483391406,5.6715982076950024e-05,1.985315588650687e-06,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,development_2021_2023,77,0.14306846421450659,0.345489345999694,0.5550442166235015,0.9566240013233794,-0.49057657418002565,0.29163329792833753,-0.12165884994754218,-0.2140050855670619,150467.59019598612,860,0.49025974025974045,0.04512987012987012,0.4646103896103897,0.0542234397922971,1.366430682765887,5.4223439792297095e-05,2.826660411850003e-06,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,holdout_2024_2026,62,1.1016222872723467,0.34791944615089593,2.328216691743102,5.955509211687661,-0.11997975165337127,9.181735018547128,-0.0841353166071955,-0.08830669153214339,621708.6003818177,146,0.5887096774193551,0.037499999999999985,0.37379032258064515,0.05981155878530933,1.5072512813897951,5.981155878530933e-05,9.404195985483108e-07,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2021,26,-0.18189332560489357,0.31641584039813675,-0.46845091326625393,-0.5578471828207822,-0.33423259184388154,-0.5442118154948069,-0.15381537063734585,-0.2140050855670619,81290.91225037823,331,0.5346153846153846,0.04230769230769231,0.4230769230769231,0.0856720194411099,2.1589348899159693,8.567201944110992e-05,2.104208301744138e-06,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2022,26,-0.1887768292512252,0.2885995658400517,-0.5867548968391815,-0.9067123416560146,-0.2659556829907712,-0.7098055853830949,-0.07884090684644987,-0.08822195837125535,80585.31602096611,362,0.44999999999999996,0.04807692307692309,0.5019230769230769,0.02392830289043704,0.6029932328390134,2.392830289043704e-05,3.27277369162788e-06,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2023,25,1.3122469509287251,0.3929142484149235,2.3437468628281284,7.765329070635508,-0.156691286691084,8.374728286683947,-0.053686203060347035,-0.06604891537126578,229691.56932040787,128,0.486,0.045,0.469,0.053023859335466224,1.3362012552537488,5.302385933546623e-05,3.114052795391112e-06,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2024,26,0.804848040646807,0.3866855340200493,1.7209729709058048,4.076746224117521,-0.11105285977991564,7.247431918834449,-0.08659410997764949,-0.08830669153214339,183899.9516634431,146,0.6423076923076922,0.032692307692307694,0.32499999999999996,0.04594462864291324,1.1578046418014136,4.594462864291324e-05,5.656388151520551e-07,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2025,25,1.7075815538350683,0.3146954101828652,3.3694174589907817,10.784207991305683,-0.08272455478337093,20.641773876047765,-0.06237145670764638,-0.08272455478337094,268626.19457546814,43,0.594,0.037000000000000005,0.369,0.08945752539305561,2.2543296399050012,8.94575253930556e-05,1.4796138738110224e-06,10.0,0.05,0.05
diversified_trend_overlay_20,Risk-state 20% diversified long/short trend overlay,regime_trend_long_short,2026,11,0.6934137458445675,0.3409889816108897,1.7092290610621024,4.1933616904083415,-0.11997975165337116,5.779423080053393,-0.08062849169011212,-0.08062849169011212,125851.06652100022,74,0.45,0.05,0.5,0.025210742286094965,0.6353107056095931,2.5210742286094964e-05,6.008235518878418e-07,10.0,0.05,0.05
strategic_gold_10,Strategic 10% gold,strategic_single,overall,139,0.46995443476981924,0.3176353184845246,1.374688589061633,2.7739294482678245,-0.45085438660584964,1.0423641173988785,-0.09553148373717146,-0.18965065833267464,837195.5621419986,860,0.4807553956834534,0.09999999999999999,0.4192446043165468,0.029532374100719426,0.7442158273381295,2.9532374100719425e-05,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,development_2021_2023,77,0.13949392443897057,0.3135502519413156,0.5691359263029147,0.9851983376103869,-0.45085438660584964,0.3093990622762207,-0.10941528751493308,-0.18965065833267464,149034.4637605806,860,0.44123376623376637,0.09999999999999996,0.4587662337662338,0.02409090909090909,0.607090909090909,2.409090909090909e-05,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,holdout_2024_2026,62,1.0167488899811956,0.3134836922227498,2.4157989766309886,6.224106483186637,-0.1086601513829748,9.357145899766369,-0.07566619046728801,-0.07862957615631576,561746.284058785,131,0.5298387096774196,0.09999999999999996,0.37016129032258077,0.036290322580645164,0.9145161290322581,3.6290322580645165e-05,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,2021,26,-0.16840354144752734,0.2826144206263278,-0.5054453796724677,-0.5993206056334831,-0.30217930967371487,-0.5572967309686588,-0.13804243105458713,-0.18965065833267464,82674.23310032029,331,0.48115384615384615,0.10000000000000002,0.41884615384615376,0.06096153846153846,1.5362307692307693,6.0961538461538454e-05,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,2022,26,-0.16856775985478756,0.2655397166116094,-0.5681003562692502,-0.8808932185864303,-0.2395290999438896,-0.7037464754565314,-0.07402092852928635,-0.07896265428819131,82657.38888341397,362,0.40499999999999997,0.10000000000000002,0.4949999999999999,0.0,0.0,0.0,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,2023,25,1.1945421726696166,0.35588510959311126,2.4026902739549847,7.983466033342129,-0.14796038826170943,8.073391714522497,-0.048766162816539727,-0.059488610836492484,218089.54795576344,128,0.43740000000000007,0.10000000000000002,0.46259999999999996,0.0108,0.27216,1.08e-05,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,2024,26,0.7545786034492925,0.3457155278218347,1.8027366379696026,4.308821161664139,-0.08532697545379642,8.843376897355142,-0.07861727532645789,-0.07862957615631576,178617.64017630642,131,0.5780769230769232,0.10000000000000002,0.321923076923077,0.029423076923076923,0.7414615384615384,2.9423076923076926e-05,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,2025,25,1.587294358999439,0.28207056524678414,3.561838640479523,11.598115870318981,-0.07382468544755205,21.50086179679174,-0.0539911765423949,-0.07382468544755214,256784.78498350375,43,0.5346,0.10000000000000002,0.3654,0.059399999999999994,1.4968799999999998,5.94e-05,0.0,10.0,0.1,0.1
strategic_gold_10,Strategic 10% gold,strategic_single,2026,11,0.5911337794230662,0.31489012144235395,1.6259960168176604,3.933899637068193,-0.1086601513829748,5.440207582074903,-0.07160552576868412,-0.07160552576868412,122474.75336673672,74,0.4050000000000001,0.1,0.49500000000000005,0.0,0.0,0.0,0.0,10.0,0.1,0.1
