policy,policy_label,policy_kind,period,num_rebalances,annualized_net_return,annualized_volatility,net_sharpe,net_sortino,max_drawdown,calmar,expected_shortfall_95_return,worst_rebalance_return,ending_value_100k,maximum_underwater_days,avg_equity_exposure,avg_sleeve_gross_notional,avg_cash_weight,avg_sleeve_turnover,annualized_sleeve_turnover,avg_sleeve_transaction_cost,avg_short_borrow_cost,turnover_bps,budget_override,sleeve_budget
strategic_oil_10,Strategic 10% oil,strategic_single,development_2021_2023,77,0.15789100826237568,0.3326007243919478,0.6028381095201093,1.0448979536910237,-0.45581142778761385,0.3463954579391223,-0.11563338779683956,-0.20381318755312985,156509.29586199037,860,0.4657467532467533,0.04999999999999998,0.48425324675324666,0.024707792207792206,0.6226363636363635,1.2353896103896104e-05,0.0,5.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,holdout_2024_2026,62,1.06249320687989,0.32822322309367763,2.390358787415456,6.160710631101983,-0.10441485187208177,10.175690410225801,-0.07906996191268384,-0.08375706276733175,593615.7607276329,146,0.5592741935483874,0.04999999999999998,0.3907258064516129,0.038306451612903226,0.9653225806451613,1.915322580645161e-05,0.0,5.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2021,26,-0.1506891629953203,0.3062125357263156,-0.37420880766399744,-0.4495504642136359,-0.31719378353606154,-0.47506972335789355,-0.1481251525781811,-0.20381318755312985,84491.84890548693,331,0.5078846153846154,0.05000000000000001,0.44211538461538463,0.06221153846153846,1.5677307692307692,3.110576923076923e-05,0.0,5.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2022,26,-0.16909270921010344,0.2766271457531878,-0.5375949377580818,-0.8432028559836058,-0.2542462540174021,-0.6650745351730128,-0.07364460731042335,-0.078415042684869,82603.54446610264,191,0.4275,0.05000000000000001,0.5225000000000001,0.0,0.0,0.0,0.0,5.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2023,25,1.2570046504517967,0.3790536534910246,2.3516099402528305,7.674454776379517,-0.14472618787819314,8.685398744211641,-0.052398237367084044,-0.06317305293095377,224246.99952392967,128,0.46169999999999994,0.05000000000000001,0.48829999999999996,0.011399999999999995,0.28727999999999987,5.699999999999998e-06,0.0,5.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2024,26,0.772264839760028,0.3652105411508045,1.7514043089660607,4.176060473802524,-0.10441485187208177,7.39612062761078,-0.08120218850661805,-0.08375706276733175,180475.5687159939,146,0.6101923076923076,0.05000000000000001,0.33980769230769226,0.031057692307692304,0.782653846153846,1.5528846153846152e-05,0.0,5.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2025,25,1.5753087228510219,0.30113106019011243,3.3360710463832195,10.707622456340395,-0.07939666962899072,19.840992452356176,-0.0603671555632972,-0.07939666962899085,255604.6491453823,43,0.5643,0.05000000000000001,0.38569999999999993,0.06269999999999999,1.5800399999999997,3.1349999999999996e-05,0.0,5.0,0.05,0.05
strategic_oil_10,Strategic 10% oil,strategic_single,2026,11,0.781953498072606,0.31308925769958895,2.0029545210018176,4.964528260461598,-0.08787149952525741,8.898829567007043,-0.07447880100850843,-0.07447880100850843,128682.13423682573,74,0.42750000000000005,0.05,0.5225,0.0,0.0,0.0,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,overall,139,0.48155861944664835,0.33408881403325513,1.3460389564132036,2.7073309850988707,-0.4712285550379084,1.021921558654078,-0.10048474095994606,-0.2029063888353399,874305.9621702065,860,0.5074640287769785,0.049999999999999996,0.44253597122302163,0.030773381294964028,0.7754892086330935,1.5386690647482016e-05,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,development_2021_2023,77,0.14364196383052819,0.3301621471319298,0.5672240418287396,0.9801506116281715,-0.4712285550379084,0.304824404834662,-0.11574149067590703,-0.2029063888353399,150698.38071644458,860,0.4657467532467533,0.04999999999999998,0.48425324675324666,0.024707792207792206,0.6226363636363635,1.2353896103896104e-05,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,holdout_2024_2026,62,1.0433751242603817,0.3300927302277592,2.349661188470122,6.035137741472434,-0.11297166448066065,9.235724099993185,-0.07928600169769082,-0.08201470290209402,580169.4470860367,146,0.5592741935483874,0.04999999999999998,0.3907258064516129,0.038306451612903226,0.9653225806451613,1.915322580645161e-05,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2021,26,-0.16973128230475687,0.3003829341710208,-0.46238305045507944,-0.5508268784520491,-0.3187480169456133,-0.5324936102542638,-0.14629357044801683,-0.2029063888353399,82538.04703940348,331,0.5078846153846154,0.05000000000000001,0.44211538461538463,0.06221153846153846,1.5677307692307692,3.110576923076923e-05,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2022,26,-0.1817352467869512,0.27708007207411267,-0.5911113164087582,-0.9130686009009668,-0.2546387322217838,-0.7136983647431313,-0.07668914102430542,-0.08352343270828735,81307.11840134898,362,0.4275,0.05000000000000001,0.5225000000000001,0.0,0.0,0.0,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2023,25,1.2601456863410414,0.37530028418565287,2.3756817197928934,7.863922932256887,-0.15189664450298324,8.296073231007366,-0.05146867350685159,-0.06322547987789406,224556.60180807556,128,0.46169999999999994,0.05000000000000001,0.48829999999999996,0.011399999999999995,0.28727999999999987,5.699999999999998e-06,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2024,26,0.764044952124028,0.3664159455518419,1.7337594402059548,4.117801460103179,-0.10368363994016327,7.369002019652907,-0.08168525322425757,-0.08201470290209402,179612.00086977697,146,0.6101923076923076,0.05000000000000001,0.33980769230769226,0.031057692307692304,0.782653846153846,1.5528846153846152e-05,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2025,25,1.6124354741558466,0.297842607030478,3.4200673965515875,11.112355549678778,-0.077056717567479,20.925307034313104,-0.05820044367805034,-0.07705671756747907,259260.1016075419,43,0.5643,0.05000000000000001,0.38569999999999993,0.06269999999999999,1.5800399999999997,3.1349999999999996e-05,0.0,5.0,0.05,0.05
strategic_diversified_10,Strategic 10% diversified real-assets/defensive basket,strategic_equal,2026,11,0.6547970692488667,0.3257149355723557,1.70375621434112,4.166901450380149,-0.11297166448066076,5.796117745622481,-0.0767167827747691,-0.0767167827747691,124590.18090204545,74,0.42750000000000005,0.05,0.5225,0.0,0.0,0.0,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,overall,139,0.504665998677924,0.35164567485742126,1.3397263750487767,2.693450533831045,-0.49236123560579437,1.0249913319373936,-0.10563411881841342,-0.2140050855670619,952219.5623300131,860,0.5341726618705037,0.04244604316546762,0.42338129496402876,0.03201438848920864,0.8067625899280576,1.600719424460432e-05,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,development_2021_2023,77,0.14626038016196063,0.3473969505005515,0.5618840626067728,0.969905822899133,-0.49236123560579437,0.29705908910965323,-0.12167174347044869,-0.2140050855670619,151755.12270822923,860,0.49025974025974045,0.046428571428571416,0.46331168831168834,0.025324675324675326,0.6381818181818182,1.2662337662337662e-05,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,holdout_2024_2026,62,1.109518127493867,0.347610398558673,2.341052251906734,6.017901994908432,-0.1192590475924139,9.303429382446652,-0.08339787243623038,-0.0864552742721716,627471.1161881434,146,0.5887096774193551,0.037499999999999985,0.37379032258064515,0.04032258064516129,1.0161290322580645,2.016129032258065e-05,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2021,26,-0.18179672397522473,0.3162934758983105,-0.46838815763929764,-0.5578088987894868,-0.3349370420546679,-0.5427787946653931,-0.15367787063734584,-0.2140050855670619,81300.81578298079,331,0.5346153846153846,0.04230769230769231,0.4230769230769231,0.06346153846153847,1.5992307692307695,3.1730769230769234e-05,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2022,26,-0.19242626994278744,0.29159160683333457,-0.5933189808521585,-0.9159748624165308,-0.2667765440900842,-0.7213013070512285,-0.08069143989456404,-0.08793977162331157,80211.30566660129,362,0.44999999999999996,0.05000000000000001,0.5,0.0,0.0,0.0,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2023,25,1.342865590841598,0.3947877393579619,2.3688864490660206,7.823839663157613,-0.15974410153326135,8.406354775872531,-0.05424965682720309,-0.06662400360986771,232708.8345079203,128,0.486,0.047,0.46699999999999997,0.012000000000000002,0.30240000000000006,6e-06,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2024,26,0.8093847012504771,0.38578213555426105,1.7307754203664902,4.117653756057742,-0.10970727285304271,7.3776758842112535,-0.08578263426694477,-0.0864552742721716,184376.89565641084,146,0.6423076923076922,0.032692307692307694,0.32499999999999996,0.032692307692307694,0.8238461538461539,1.6346153846153847e-05,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2025,25,1.7274772207141313,0.31393387946645734,3.4010781741804155,11.048451693932275,-0.08118658931320955,21.27786418086491,-0.06133883230666139,-0.08118658931320963,270584.3724945148,43,0.594,0.037000000000000005,0.369,0.066,1.6632,3.3e-05,0.0,5.0,0.05,0.05
regime_fixed_20,Risk-state 20% fixed defensive basket,regime_equal,2026,11,0.6909824702107727,0.3428339723805784,1.6973216523141852,4.146898824363489,-0.11925904759241401,5.793962673358845,-0.08083963189782233,-0.08083963189782233,125772.16308171111,74,0.45,0.05,0.5,0.0,0.0,0.0,0.0,5.0,0.05,0.05
regime_trend_20,Risk-state 20% trend-confirmed diversifiers,regime_trend_long,overall,139,0.5032625927494443,0.3509486860614113,1.3389931529638897,2.6967286144189537,-0.48927885242004643,1.028580308059979,-0.10557778531075057,-0.2140050855670619,947331.0132663532,860,0.5341726618705037,0.035431654676258986,0.43039568345323737,0.054664799241440104,1.3775529408842906,2.733239962072005e-05,0.0,5.0,0.05,0.05
