policy,period,num_rebalances,annualized_net_return,annualized_net_volatility,net_sharpe,net_sortino,max_drawdown,calmar,expected_shortfall_95_return,worst_rebalance_return,ending_value_100k,maximum_underwater_days,avg_exposure,min_exposure,max_exposure,avg_cash_weight,avg_turnover,annualized_turnover,return_per_annual_turnover,avg_transaction_cost,avg_controller_transaction_cost,avg_financing_cost,leveraged_period_share,deleveraged_period_share,net_hit_rate,drawdown_budget_floor_ratio,drawdown_budget_cushion_multiplier,cash_turnover_bps,cash_proxy
drawdown_budget_77_m3,development_2021_2023,77,0.09012542239290622,0.1758337087725883,0.5767499685738993,0.9964596107461621,-0.22537332605513538,0.3998939181066082,-0.07401518742452602,-0.09312835157709942,130170.15719632423,1032,0.2334078014373033,0.01791833705378127,0.6533802612997854,0.7665921985626967,0.31073196917865215,7.830445623302034,0.01150961602040997,0.00028801319693958654,2.2718772239041626e-05,0.0,0.0,1.0,0.4805194805194805,0.77,3.0,5.0,BIL
drawdown_budget_77_m3,confirmation_2024_2026,62,0.7936625490821603,0.28276269529800246,2.225487416308959,4.9242569249531165,-0.12266362733949221,6.470235442211127,-0.0815836804996362,-0.08671267079984867,421000.65728295926,146,0.5036853276013091,0.367030397936241,0.6900000000000002,0.496314672398691,0.7797911516923085,19.650737022646172,0.040388436737386325,0.0007642368201388303,1.555433155343846e-05,0.0,0.0,1.0,0.6935483870967742,0.77,3.0,5.0,BIL
drawdown_budget_77_m3,2021,26,-0.060859328554171865,0.20816412753416574,-0.19993398471601043,-0.2658262318840547,-0.1920513949647209,-0.31689084354399766,-0.08424802578664609,-0.09312835157709942,93727.05155478414,331,0.391866417327801,0.17139386793594497,0.6452583897721741,0.608133582672199,0.49146338365567455,12.384877268122999,-0.004914003363668008,0.00045696663375026223,3.4496749905370483e-05,0.0,0.0,1.0,0.5,0.77,3.0,5.0,BIL
drawdown_budget_77_m3,2022,26,-0.035294574964393255,0.033401700447220156,-1.0587565508645203,-1.1566962639059895,-0.041242637072143484,-0.8557788121708704,-0.01714669501014363,-0.027863014237776946,96360.55997001907,362,0.038368763380976445,0.01791833705378127,0.14090724879816593,0.9616312366190235,0.06669798513794843,1.6807892254763004,-0.02099881081424205,5.721690122388e-05,9.481083914064729e-06,0.0,0.0,1.0,0.34615384615384615,0.77,3.0,5.0,BIL
drawdown_budget_77_m3,2023,25,0.4454968053311519,0.21545612171701642,1.8213077843291612,5.322219636473827,-0.1448815960488956,3.0749026617625237,-0.03856005431084053,-0.04119306300983791,144127.60134405392,157,0.27145144048976566,0.03292223281870586,0.6533802612997854,0.7285485595102346,0.3765666415248808,9.489479366426995,0.04694639064259767,0.00035232977020081867,2.4236871324035594e-05,0.0,0.0,1.0,0.6,0.77,3.0,5.0,BIL
drawdown_budget_77_m3,2024,26,0.5182835839516184,0.3012357330095092,1.5387906201089459,3.145854207174585,-0.11230786901468048,4.6148465686217435,-0.08215425725784395,-0.08671267079984867,153854.47448185968,146,0.5231261315594371,0.397746449057795,0.6900000000000002,0.47687386844056284,0.7364382146528209,18.558243009251086,0.027927405826794035,0.0007183590392880185,1.8079175364765844e-05,0.0,0.0,1.0,0.6153846153846154,0.77,3.0,5.0,BIL
drawdown_budget_77_m3,2025,25,1.255623852612156,0.25345124181283063,3.379050206033757,8.872113600474115,-0.08092427038216932,15.516035506806588,-0.06122068048512048,-0.08092427038216919,224110.89742958144,43,0.5104072197119822,0.45,0.6900000000000001,0.48959278028801784,0.8429764318293269,21.243006082099036,0.059107635132216035,0.0008265228160386575,1.6453615790620538e-05,0.0,0.0,1.0,0.8,0.77,3.0,5.0,BIL
drawdown_budget_77_m3,2026,11,0.579952268278793,0.3131573901456636,1.6120387570310857,3.6103394939892506,-0.1226636273394921,4.727988898238579,-0.08110193710068768,-0.08110193710068768,122098.3142840971,88,0.4424573089032947,0.367030397936241,0.45,0.5575426910967054,0.7386588207469647,18.61420228282351,0.03115643955443373,0.0007311161296502324,7.542691096705355e-06,0.0,0.0,1.0,0.6363636363636364,0.77,3.0,5.0,BIL
drawdown_budget_77_m3.25,overall,139,0.3850714290202242,0.24472572989050595,1.4571033021062245,3.0764469239478065,-0.22741638187567492,1.693244021579487,-0.08150759590086762,-0.09696276455675742,603035.0143326257,1032,0.36082380981056345,0.01086841437881138,0.7475000000000002,0.6391761901894366,0.5319099358681803,13.404130383878142,0.028727818813473346,0.0005111119709544624,2.0797964913686805e-05,0.0,0.0,1.0,0.5899280575539568,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,development_2021_2023,77,0.10141293887846037,0.18390696607551052,0.6146866851996469,1.1003729610652466,-0.22741638187567492,0.4459350643169641,-0.07498923687077,-0.09696276455675742,134332.49694754317,1032,0.23273874660101992,0.01086841437881138,0.7448967880854227,0.7672612533989801,0.31172991725215454,7.855593914754294,0.012909646295232707,0.0002877868457853531,2.3943071466777907e-05,0.0,0.0,1.0,0.5064935064935064,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,confirmation_2024_2026,62,0.8410774980824469,0.2944328964104353,2.2383995902764564,5.052810143704798,-0.1226636273394921,6.856779930000148,-0.08325067347226289,-0.08671267079984867,448912.23496583337,146,0.5198971947643511,0.39761626443092657,0.7475000000000002,0.4801028052356489,0.805359313826793,20.295054708435185,0.041442484889329806,0.0007884673683419044,1.6891945484847856e-05,0.0,0.0,1.0,0.6935483870967742,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,2021,26,-0.07232666910461116,0.20788780755946093,-0.2592358039638547,-0.34013455359728284,-0.20222802738857149,-0.35764908573052995,-0.0861652322764751,-0.09696276455675742,92546.49904698857,331,0.3853330472830197,0.15238110720235476,0.6990299222531886,0.6146669527169804,0.4904891336704592,12.360326168495572,-0.005851517841734621,0.0004525842755719667,3.790485809845209e-05,0.0,0.0,1.0,0.5,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,2022,26,-0.024740773741818822,0.02600843969820301,-0.9501145357233861,-1.0307959523787233,-0.03157337604209354,-0.7835960813577393,-0.013616166383966748,-0.022414133049954977,97448.39103144892,362,0.02787863513827802,0.01086841437881138,0.11313873398145179,0.972121364861722,0.05124150243252374,1.2912858612995983,-0.01915979604773089,4.293653723528273e-05,8.304965197238332e-06,0.0,0.0,1.0,0.4230769230769231,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,2023,25,0.4942758977694457,0.2349788689969715,1.8296376304282997,5.644820866430032,-0.14970447355183059,3.3016775387030624,-0.039288746643656225,-0.04119306300983791,148952.02784288893,142,0.28709518981299187,0.03100250520687709,0.7448967880854227,0.7129048101870081,0.3967282835895339,9.997552746456254,0.04943968892233626,0.0003710418396993483,2.5686443890157898e-05,0.0,0.0,1.0,0.6,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,2024,26,0.5481540756581718,0.314943649624741,1.5469357084747049,3.189437527516136,-0.11248857997124717,4.872975334903184,-0.08547386820309735,-0.08671267079984867,156978.44669883058,146,0.5458020992647974,0.4303179727885349,0.7475000000000002,0.4541979007352026,0.7681857530643345,19.358280977221227,0.028316257848678885,0.0007494166328012536,1.876912026304342e-05,0.0,0.0,1.0,0.6153846153846154,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,2025,25,1.3351002786042665,0.2636633475516742,3.3924771330468033,9.263933318899062,-0.08095302038216923,16.492284936391783,-0.06123505548512048,-0.0809530203821692,231943.64394293053,43,0.5258062092029647,0.45,0.7475,0.47419379079703544,0.8738779709645195,22.02172486830589,0.060626507986473385,0.0008536011806583755,2.027679030609458e-05,0.0,0.0,1.0,0.8,0.77,3.25,5.0,BIL
drawdown_budget_77_m3.25,2026,11,0.6155962696593444,0.3236139533451138,1.638509940577422,3.7921561990290984,-0.1226636273394921,5.018572196267919,-0.08110193710068768,-0.08110193710068768,123293.14727380581,74,0.4452378422209934,0.39761626443092657,0.45,0.5547621577790066,0.7374998730432251,18.58499680068927,0.03312329166699203,0.000732737715264191,4.762157779006671e-06,0.0,0.0,1.0,0.6363636363636364,0.77,3.25,5.0,BIL
