model_horizon_days,rebalance_every_days,base_policy,exposure_policy,target_volatility,leverage_cap,test_year,rebalance_date,base_unlevered_gross_return,portfolio_exposure,trailing_unlevered_annualized_vol,drawdown_before_rebalance,gross_return,transaction_cost,financing_cost,net_return,raw_universe_return,net_excess_vs_unlevered_universe,net_excess_vs_matched_exposure_universe,realized_return_ic,model_target_ic,turnover,risk_state,regime_is_confident,maximum_position_weight,holdings,risk_anchor,signal_blend
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-05-27,-0.0050132280309094805,1.0,0.6125218997569015,-0.21649373331488064,-0.0050132280309094805,0.0015952622498826403,0.0,-0.00660849028079212,0.02033109660006305,-0.02693958688085517,-0.02693958688085517,0.15765067933687468,0.221701974905471,1.5952622498826403,risk_off,True,0.18,"BE,CCJ,CLSK,DASH,HIMS,HUT,MARA,ONDS,RIOT,SITM",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-06-11,0.014821935814983629,1.0,0.581929339567311,-0.2216715268632089,0.014821935814983629,0.0009339838925613438,0.0,0.013887951922422285,0.0047539965984023744,0.00913395532401991,0.00913395532401991,-0.018855411686483012,-0.12474482022892026,0.9339838925613438,risk_off,True,0.18,"AFRM,ASTS,CLSK,DASH,HIMS,HUT,MARA,ONDS,POET,RIOT",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-06-25,0.06607530639583924,1.0,0.5548499874365731,-0.21086213844843282,0.06607530639583924,0.000670282540938374,0.0,0.06540502385490087,0.005006235888459096,0.06039878796644177,0.06039878796644177,-0.3303939101029276,-0.3845213329025605,0.6702825409383739,risk_off,True,0.18,"AFRM,ASTS,AXTI,CLSK,HUT,MARA,MSTR,ONDS,POET,RIOT",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-07-12,-0.045821504563044554,1.0,0.5361818611264572,-0.15924855778884695,-0.045821504563044554,0.0012145185793680795,0.0,-0.047036023142412633,-0.004550332550037896,-0.04248569059237474,-0.04248569059237474,-0.42440856730260135,-0.24434032378922488,1.2145185793680795,risk_off,True,0.18,"AXTI,BB,HUT,MARA,MSTR,OXY,POET,RBLX,RIOT,STRL",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-07-26,0.10305015145686003,1.0,0.5221851520544702,-0.19879416208170753,0.10305015145686003,0.0017628693503789013,0.0,0.10128728210648112,0.016342206127531962,0.08494507597894915,0.08494507597894915,0.06646754373851718,-0.17801495266771503,1.7628693503789012,risk_off,True,0.18,"AA,ASTS,CCL,COIN,HUT,MARA,MSTR,NCLH,RIOT,TE",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-08-09,-0.028571994070532607,1.0,0.5164569344768581,-0.11764220035111783,-0.028571994070532607,0.0012497400653828901,0.0,-0.029821734135915497,-0.002709470172841376,-0.02711226396307412,-0.02711226396307412,-0.3698986180113055,-0.09160786047325677,1.24974006538289,risk_off,True,0.18,"AA,AFRM,ASTS,CCL,CLSK,DOCN,HIMS,JOBY,NCLH,RIOT",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-08-23,0.12629888049495996,1.0,0.5025487887624199,-0.14395564006499828,0.12629888049495996,0.0006198541254179823,0.0,0.12567902636954198,0.022358568293754644,0.10332045807578734,0.10332045807578734,0.2455596133686562,0.14392889544554638,0.6198541254179822,risk_off,True,0.13119353744723208,"AA,AFRM,ASTS,CLSK,DOCN,HIMS,JOBY,ONDS,RIOT,TE",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-09-07,-0.018488996128452163,1.0,0.5046823553821227,-0.03636881837922945,-0.018488996128452163,0.0008235218024988218,0.0,-0.019312517930950984,-0.03279268938912169,0.013480171458170709,0.013480171458170709,-0.028896012938420687,0.05346622045751869,0.8235218024988218,risk_off,True,0.16596028489228123,"APP,ASTS,CIFR,CLSK,HIMS,JOBY,ONDS,RIOT,SOFI,TE",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-09-21,-0.008922668118820174,1.0,0.4920424415146883,-0.054978962853103996,-0.008922668118820174,0.0009949682529490395,0.0,-0.009917636371769213,0.008895212668288804,-0.01881284904005802,-0.01881284904005802,0.16470690600024102,0.19162832880431827,0.9949682529490395,risk_off,True,0.18000000000000002,"APP,ASTS,AXTI,CIFR,CLSK,HUT,MARA,ONDS,RDW,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-10-05,0.08377192657763105,1.0,0.47937714520695934,-0.06435133786319924,0.08377192657763105,0.0007451184534148663,0.0,0.08302680812421619,0.044197449144180785,0.0388293589800354,0.0388293589800354,0.06836395559596606,0.16894520457524875,0.7451184534148663,risk_off,True,0.15459311658881122,"APP,ASTS,AXTI,CIFR,CLSK,IONQ,MARA,ONDS,POET,RKLB",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-10-19,0.11894793059125823,1.0,0.4722330545065354,0.0,0.11894793059125823,0.0010934049432980378,0.0,0.11785452564796019,0.0274391614111111,0.0904153642368491,0.0904153642368491,0.158929877660065,0.21699465291040262,1.0934049432980377,risk_off,True,0.1282842322301078,"AA,BB,BE,CIFR,IONQ,JOBY,ONDS,POET,RDW,RIOT",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-11-02,0.029464433384580976,1.0,0.44088252362850394,0.0,0.029464433384580976,0.0006706960108576724,0.0,0.028793737373723306,0.026244664085104744,0.002549073288618562,0.002549073288618562,0.09809047628619331,-0.1579223133021045,0.6706960108576724,risk_off,True,0.13598374210226108,"AA,BB,CIFR,HIMS,JOBY,ONDS,PINS,RDW,RIOT,RKLB",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-11-16,-0.172603943480665,1.0,0.4362747273714165,0.0,-0.172603943480665,0.001185361659460175,0.0,-0.17378930514012517,-0.07477096313389131,-0.09901834200623386,-0.09901834200623386,-0.3412867976119783,-0.41863314033748666,1.185361659460175,risk_off,True,0.18,"AA,AFRM,CELH,CIFR,CLSK,HIMS,MARA,QXO,RDW,SITM",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-12-01,-0.05366061833774549,1.0,0.47830625488069356,-0.17378930514012514,-0.05366061833774549,0.001242986011270599,0.0,-0.05490360434901609,0.03206265906009462,-0.0869662634091107,-0.0869662634091107,-0.23531345890986713,-0.1961572969739614,1.242986011270599,risk_off,True,0.1712882947910217,"AAOI,AFRM,APP,DOCN,MARA,MRNA,QXO,RIOT,SITM,TOST",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-12-15,-0.047283820035334385,1.0,0.47461693138095823,-0.21915125023963733,-0.047283820035334385,0.0011371481074332324,0.0,-0.04842096814276762,0.02303781766939532,-0.07145878581216294,-0.07145878581216294,0.00578960142864443,-0.10045668547478893,1.1371481074332324,risk_off,True,0.17606728468941812,"AFRM,MDB,MRNA,QXO,ROKU,SITM,SNOW,TE,WULF,ZS",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2021,2021-12-30,-0.19896085265730085,1.0,0.47648081408129167,-0.2569607026761037,-0.19896085265730085,0.0006670244484005956,0.0,-0.19962787710570143,-0.024185950728445975,-0.17544192637725545,-0.17544192637725545,-0.26275570849771385,-0.4713169939112061,0.6670244484005956,risk_off,True,0.18,"AFRM,CVNA,DOCN,IONQ,MDB,MRNA,ROKU,SITM,TE,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-01-03,-0.1932690259003261,1.0,0.5173683491897596,-0.40529206020698527,-0.1932690259003261,0.001,0.0,-0.1942690259003261,-0.04732579047660334,-0.14694323542372276,-0.14694323542372276,-0.4712230195216537,-0.4691354964722685,1.0,risk_off,True,0.18000000000000002,"AFRM,DKNG,DOCN,HOOD,HUT,IONQ,PL,ROKU,TOST,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-01-18,-0.07603335129078112,1.0,0.5589229576251313,-0.520825392365764,-0.07603335129078112,0.0014692737870084572,0.0,-0.07750262507778957,-0.012526326423444268,-0.0649762986543453,-0.0649762986543453,-0.014744448602641942,-0.01149307171354791,1.4692737870084571,risk_off,True,0.17039766624365926,"DKNG,HOOD,ILMN,MP,ONTO,PL,QXO,RDW,TSLA,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-02-01,0.03617910123796643,1.0,0.5633287515234693,-0.5579626823280373,0.03617910123796643,0.0012522579886552912,0.0,0.03492684324931114,0.00884588395541027,0.02608095929390087,0.02608095929390087,0.08412063803613701,-0.12800636597648254,1.2522579886552911,risk_off,True,0.18,"CLSK,DKNG,HOOD,HUT,MARA,NET,ONTO,PL,SOFI,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-02-15,-0.09307660282474695,1.0,0.5225346281110386,-0.5425237142233627,-0.09307660282474695,0.0017313350448104141,0.0,-0.09480793786955737,-0.016314403635332674,-0.0784935342342247,-0.0784935342342247,-0.19887043177727395,-0.31512389706296234,1.7313350448104141,risk_off,True,0.18,"AFRM,CIFR,CVNA,MARA,MRNA,NVTS,RBLX,RIOT,RIVN,SOFI",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-03-02,0.007447119638959397,1.0,0.4852846152609174,-0.58589609750207,0.007447119638959397,0.0012885763355369704,0.0,0.006158543303422427,-0.015645288184106435,0.02180383148752886,0.02180383148752886,-0.2908678587508675,-0.10842585592810418,1.2885763355369704,risk_off,True,0.18000000000000002,"AFRM,CIFR,DOCN,JOBY,MARA,MRNA,ONDS,RIOT,VRT,XYZ",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-03-16,0.16825265180706706,1.0,0.4859332792514115,-0.5833458206864203,0.16825265180706706,0.0014416858896786919,0.0,0.16681096591738837,0.060508788043382895,0.10630217787400548,0.10630217787400548,0.20484329211969354,-0.21448843669010192,1.441685889678692,risk_off,True,0.18,"AFRM,CVNA,DASH,HIMS,NTRA,ONDS,RBLX,VRT,WULF,XYZ",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-03-30,-0.11061889807210627,1.0,0.528167225884632,-0.5138433345816052,-0.11061889807210627,0.0009638703248137918,0.0,-0.11158276839692007,-0.0332926426922929,-0.07829012570462716,-0.07829012570462716,-0.46720179811280554,-0.5347647652108458,0.9638703248137918,risk_off,True,0.18,"AFRM,GH,NTRA,NU,QXO,RBLX,RIVN,SHOP,VRT,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-04-13,-0.0890615793596928,1.0,0.5317024658141752,-0.568090041183605,-0.0890615793596928,0.0015793507382163797,0.0,-0.09064093009790919,-0.0478878133167235,-0.042753116781185686,-0.042753116781185686,-0.33603280208110414,-0.42724119599241234,1.5793507382163796,risk_off,True,0.18,"AFRM,CELH,HOOD,JOBY,NTRA,RBLX,RGTI,RIVN,W,XYZ",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-04-28,-0.07365481054219385,1.0,0.5368191022712111,-0.6072387615692727,-0.07365481054219385,0.0013384853961413731,0.0,-0.07499329593833522,-0.09980559397127838,0.02481229803294316,0.02481229803294316,-0.3447208967320751,-0.15769049323314088,1.3384853961413732,risk_off,True,0.18,"CELH,META,NTRA,PINS,PL,RGTI,SMCI,TOST,VRT,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-05-12,0.14576502375269798,1.0,0.5190745658549751,-0.6366932213560152,0.14576502375269798,0.0017560692939494684,0.0,0.1440089544587485,0.05902800107903099,0.08498095337971752,0.08498095337971752,0.19055071364452306,0.13949057783080895,1.7560692939494684,risk_off,True,0.18000000000000005,"AFRM,CIFR,COIN,CVNA,GH,MSTR,MXL,RIVN,W,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-05-26,-0.11808112289102521,1.0,0.5552046026209252,-0.584373792015719,-0.11808112289102521,0.0010736472022064526,0.0,-0.11915477009323167,-0.041607881638335883,-0.07754688845489578,-0.07754688845489578,-0.09560641261414625,-0.026601585465700562,1.0736472022064525,risk_off,True,0.17999999999999994,"COIN,CVNA,GH,IREN,MARA,MSTR,NET,NU,W,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-06-10,0.030715174319612248,1.0,0.5366849884495698,-0.6338976372728078,0.030715174319612248,0.001000408074906489,0.0,0.02971476624470576,-0.013037267403061612,0.04275203364776737,0.04275203364776737,0.11919430468292827,-0.0147567003344231,1.000408074906489,risk_off,True,0.18,"AFRM,CIFR,COIN,CVNA,GH,IONQ,MSTR,NU,RDW,W",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-06-27,-0.03855960037824492,1.0,0.5412953520844772,-0.6230189911427348,-0.03855960037824492,0.0009584003433333812,0.0,-0.0395180007215783,-0.03070552472011658,-0.008812476001461723,-0.008812476001461723,-0.337930515036907,-0.0456958192211353,0.9584003433333812,risk_off,True,0.18000000000000002,"APLD,CIFR,COIN,CVNA,IONQ,MSTR,NET,NU,W,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-07-12,0.17659408254380338,1.0,0.5407334317712075,-0.6379165269227774,0.17659408254380338,0.0005111941005123745,0.0,0.176082888443291,0.04120739560216693,0.13487549284112407,0.13487549284112407,0.20337724948127148,0.40601361039947587,0.5111941005123746,risk_off,True,0.18,"APLD,CIFR,COIN,CVNA,MARA,MSTR,NET,RIOT,W,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-07-26,0.2947841269103935,1.0,0.5760274718935758,-0.5741598231257615,0.2947841269103935,0.0010797449512072465,0.0,0.29370438195918624,0.08020265716848522,0.213501724790701,0.213501724790701,0.3756538302510819,0.2795361216100723,1.0797449512072466,risk_off,True,0.18,"APLD,CIFR,COIN,DKNG,HUT,IREN,NET,NVTS,RGTI,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-08-09,-0.03126280459774704,1.0,0.6626516838711567,-0.44908869716352273,-0.03126280459774704,0.0011040140651067455,0.0,-0.032366818662853784,0.0021356335640147295,-0.03450245222686851,-0.03450245222686851,-0.20865881796799143,-0.2553386074691479,1.1040140651067454,risk_off,True,0.16854169949530814,"APLD,CLSK,CVNA,NU,NVTS,RGTI,SHOP,TWLO,W,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-08-23,-0.10987197585948022,1.0,0.6602891979197995,-0.4669199434017475,-0.10987197585948022,0.0015646439043575221,0.0,-0.11143661976383774,-0.03597974242968704,-0.07545687733415071,-0.07545687733415071,-0.23881165493276874,-0.18149391958730973,1.5646439043575222,risk_off,True,0.18000000000000005,"CRDO,DOCN,GH,HOOD,NU,POET,RCL,RGTI,RVMD,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-09-07,-0.07535368471333397,1.0,0.6448635868174417,-0.5263245829725721,-0.07535368471333397,0.0014225862421842763,0.0,-0.07677627095551824,-0.0414146579002377,-0.035361613055280544,-0.035361613055280544,-0.03092124010464681,0.05783726123250052,1.4225862421842763,risk_off,True,0.18000000000000005,"CDE,CELH,ILMN,NU,OKTA,POET,QXO,RGTI,RKLB,SNOW",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-09-21,0.08323537644963538,1.0,0.646880774419324,-0.5626916151352379,0.08323537644963538,0.0016103052649824065,0.0,0.08162507118465298,0.007105101569703827,0.07451996961494915,0.07451996961494915,0.09643331657764549,-0.19346577844689347,1.6103052649824066,risk_off,True,0.18000000000000002,"CDE,HUT,NVTS,OKTA,QBTS,RGTI,RIOT,ROKU,SNOW,ZS",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-10-05,-0.15189086320325465,1.0,0.6560430604810056,-0.5269962870910062,-0.15189086320325465,0.001726929247457169,0.0,-0.15361779245071183,-0.0415359531202562,-0.11208183933045562,-0.11208183933045562,-0.2356242483006325,-0.20445381349972866,1.726929247457169,risk_off,True,0.17999999999999985,"AFRM,CIFR,CVNA,HUT,IREN,PATH,RGTI,RIOT,SITM,VRT",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-10-19,-0.012516971273492827,1.0,0.6403087906342236,-0.599658073289076,-0.012516971273492827,0.000987218311501353,0.0,-0.01350418958499418,0.041191466115838,-0.05469565570083218,-0.05469565570083218,-0.1241322625503775,0.046967103714000695,0.987218311501353,risk_off,True,0.18,"AA,AFRM,ASTS,CLSK,CVNA,IREN,RGTI,SITM,W,XYZ",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-11-02,-0.06447076444473304,1.0,0.6030880990555467,-0.6050643665662023,-0.06447076444473304,0.0013432744569570204,0.0,-0.06581403890169006,0.05598351068559991,-0.12179754958728997,-0.12179754958728997,0.18637022581723742,0.07180570649627308,1.3432744569570203,risk_off,True,0.18000000000000005,"AFRM,ASTS,CIFR,CLSK,HUT,JOBY,QBTS,RBLX,RGTI,W",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-11-16,-0.06532984332785223,1.0,0.6013388604591606,-0.6310566757086777,-0.06532984332785223,0.0008340717609388816,0.0,-0.06616391508879112,0.02635086460682262,-0.09251477969561374,-0.09251477969561374,-0.16218503599143402,-0.3051742595480884,0.8340717609388816,risk_off,True,0.18000000000000002,"ASTS,CIFR,CVNA,DKNG,GH,IREN,NET,QBTS,RGTI,W",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-12-01,-0.13162526306316508,1.0,0.6037442766413829,-0.6554674104896652,-0.13162526306316508,0.0010568109143845271,0.0,-0.1326820739775496,-0.052744197182541384,-0.07993787679500822,-0.07993787679500822,-0.3301862377033458,-0.40893053709249666,1.056810914384527,risk_off,True,0.18,"AFRM,CVNA,DKNG,GH,IREN,MKSI,NET,RGTI,TWLO,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-12-15,-0.09005956128097115,1.0,0.612574892244963,-0.7011807090187521,-0.09005956128097115,0.0018346367866369639,0.0,-0.09189419806760811,-0.01653131181393959,-0.07536288625366852,-0.07536288625366852,-0.22453391011382817,0.3427091273277429,1.8346367866369637,risk_off,True,0.18,"CLSK,COIN,CVNA,MARA,MSTR,NET,RBLX,RIOT,W,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2022,2022-12-30,0.21247057189143168,1.0,0.6189999516020566,-0.7286404681306051,0.21247057189143168,0.0014262523620550125,0.0,0.21104431952937666,0.08835391248637042,0.12269040704300624,0.12269040704300624,0.44948542561980515,0.4761072683525764,1.4262523620550125,risk_off,True,0.18000000000000002,"APLD,ASTS,CLSK,COIN,CVNA,IREN,MRNA,QBTS,RBLX,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2023,2023-01-03,0.16986227802617287,1.0,0.6378887088318406,-0.6713715803794185,0.16986227802617287,0.001,0.0,0.16886227802617287,0.07331068777750739,0.09555159024866548,0.09555159024866548,0.49920351207926655,0.5623883157183059,1.0,risk_off,True,0.17999999999999997,"APLD,ASTS,CLSK,CVNA,IREN,MDB,QBTS,RBLX,RDW,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2023,2023-01-18,0.0999341685932936,1.0,0.6571629554492152,-0.6158786368181461,0.0999341685932936,0.0013025874036922697,0.0,0.09863158118960133,0.0618947278572444,0.036736853332356934,0.036736853332356934,0.3463795251490087,0.30199755191069005,1.3025874036922698,risk_off,True,0.1800000000000001,"ASTS,CIFR,CLSK,CVNA,GH,IONQ,MARA,POET,RDW,RGTI",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2023,2023-02-01,0.09223324958317518,1.0,0.6562571791799087,-0.5779921393988148,0.09223324958317518,0.0009402749998981066,0.0,0.09129297458327706,0.009998888807399738,0.08129408577587732,0.08129408577587732,0.061508992038724154,-0.04288728770269207,0.9402749998981066,risk_off,True,0.17999999999999994,"CIFR,CVNA,MARA,POET,RDW,RGTI,RIVN,RVMD,TE,WULF",shrinkage_max_diversification,0.0
20,10,signal_shrinkage_max_diversification_blend_0.00,static_1x,,1.0,2023,2023-02-15,-0.14160903101582464,1.0,0.6537741508678012,-0.5394657865070076,-0.14160903101582464,0.0009502288640780335,0.0,-0.14255925987990267,-0.03858304425592113,-0.10397621562398154,-0.10397621562398154,-0.19331705532879495,-0.08155544278282617,0.9502288640780335,risk_off,True,0.18000000000000002,"CIFR,CVNA,HUT,IREN,MARA,POET,QBTS,RDW,RIOT,RIVN",shrinkage_max_diversification,0.0
