test_year,rebalance_date,gross_top10_5d_return,net_top10_5d_return,universe_5d_return,net_excess_vs_universe,bottom10_5d_return,long_short_5d_return,spearman_ic,turnover,transaction_cost,top10_holdings
2021,2021-03-24 04:00:00,-0.00996571734461081,-0.011165717344610809,0.022834788390512097,-0.03400050573512291,0.023115275821652723,-0.033080993166263534,0.181710201332994,1.2000000000000002,0.0012000000000000001,"ROKU,MDB,NET,ABNB,WBD,AVGO,SHOP,RCL,NVDA,AMD"
2021,2021-03-31 04:00:00,0.03741877838855326,0.03601877838855326,0.025940537934463912,0.010078240454089348,0.056768688629654916,-0.019349910241101657,0.12266277756242017,1.4000000000000001,0.0014000000000000002,"WBD,AVGO,PYPL,FTNT,GE,SPOT,EOG,RCL,MELI,GS"
2021,2021-04-08 04:00:00,0.0071059913137062215,0.005505991313706222,0.015366415234191598,-0.009860423920485376,0.02647403996515591,-0.01936804865144969,-0.15025232658748494,1.6,0.0016,"WBD,FCX,UAL,ABNB,MDB,NET,CHTR,MELI,OXY,MU"
2021,2021-04-15 04:00:00,-0.04888629748703126,-0.04988629748703126,-0.013800481698598531,-0.03608581578843273,-0.028843111757168933,-0.020043185729862325,-0.3497178115304393,1.0,0.001,"WBD,SHOP,CRWD,OXY,ROKU,MDB,KLAC,EOG,MU,UAL"
2021,2021-04-22 04:00:00,0.05229971240350857,0.05129971240350857,0.019509450597003375,0.031790261806505196,0.005446525759783061,0.04685318664372551,0.37635996288697027,1.0,0.001,"WBD,ROKU,FCX,MDB,OXY,NET,SHOP,PSX,TXN,SNPS"
2021,2021-04-29 04:00:00,-0.05022303398212291,-0.050823033982122914,-0.003925198380910949,-0.04689783560121197,-0.013894500722752962,-0.03632853325936995,-0.08657290406238453,0.6000000000000001,0.0006000000000000001,"WBD,MDB,NET,FCX,SHOP,OXY,ROKU,LMT,INTC,AMGN"
2021,2021-05-06 04:00:00,-0.022800202576898354,-0.024600202576898354,-0.015830750474380286,-0.008769452102518067,-0.019677029715369092,-0.0031231728615292616,-0.259054250875893,1.8,0.0018000000000000002,"ADBE,INTU,CRWD,MELI,ALB,EQIX,TMO,PYPL,INTC,CDNS"
2021,2021-05-13 04:00:00,0.03966288006517403,0.03846288006517403,0.01737833745265257,0.021084542612521462,0.07934204950510886,-0.039679169439934825,0.1064542513269508,1.2000000000000002,0.0012000000000000001,"FCX,SHOP,OXY,TMO,ISRG,ALB,ADBE,PYPL,UAL,NOW"
2021,2021-05-20 04:00:00,0.03402609386521478,0.03282609386521478,0.013936041146864206,0.018890052718350578,0.021520030239225836,0.012506063625988946,0.3754425192041833,1.2000000000000002,0.0012000000000000001,"FCX,ALB,UBER,OXY,HD,DE,MDB,BLK,SPOT,NOW"
2021,2021-05-27 04:00:00,0.026435652833419622,0.025635652833419623,0.010275862253694106,0.015359790579725517,0.01872792474141994,0.007707728091999683,-0.05630821689475885,0.8,0.0008,"ROKU,UBER,ABNB,FCX,OXY,NET,ALB,MDB,EOG,DE"
2021,2021-06-04 04:00:00,0.016621460944709128,0.01582146094470913,0.004372048609918142,0.011449412334790987,-0.007338830421932741,0.023960291366641868,0.07427261240543556,0.8,0.0008,"MDB,NET,ROKU,FCX,OXY,CHTR,TJX,MLM,EOG,WBD"
2021,2021-06-11 04:00:00,-0.030218664268180873,-0.03141866426818087,-0.022422060635971335,-0.008996603632209537,-0.01841115154516624,-0.011807512723014633,-0.1305571922826531,1.2000000000000002,0.0012000000000000001,"MDB,OXY,ABNB,CAT,SLB,CHTR,MU,RCL,HAL,FCX"
2021,2021-06-18 04:00:00,0.06201617007121293,0.06041617007121293,0.03139184955976552,0.02902432051144741,0.01773166505600846,0.044284505015204464,0.3827547542738271,1.6,0.0016,"OXY,GS,BLK,C,CAT,MLM,GE,DE,PH,TTWO"
2021,2021-06-25 04:00:00,0.00719654995354143,0.0053965499535414295,0.009561674886432657,-0.004165124932891228,0.019815935286047463,-0.012619385332506033,-0.1979947798579056,1.8,0.0018000000000000002,"MDB,NKE,EQIX,LLY,SLB,NEM,BLK,CRWD,VRTX,ROKU"
2021,2021-07-02 04:00:00,-0.00400923964132315,-0.00460923964132315,0.0015638363547497598,-0.00617307599607291,0.00489054851816739,-0.008899788159490541,-0.3389778266345598,0.6000000000000001,0.0006000000000000001,"ROKU,NKE,LLY,OXY,COIN,MDB,EQIX,CRWD,NEM,HAL"
2021,2021-07-12 04:00:00,-0.10372311444625389,-0.10452311444625388,-0.03536744521074257,-0.06915566923551131,-0.022765646159226723,-0.08095746828702716,-0.4910418897997881,0.8,0.0008,"COIN,NKE,ROKU,HAL,MDB,OXY,EOG,SLB,ABNB,XOM"
2021,2021-07-19 04:00:00,0.0632408277044183,0.0622408277044183,0.04083753486590737,0.02140329283851093,0.08520816697753915,-0.021967339273120848,0.22483974999418363,1.0,0.001,"NKE,MDB,ROKU,BLK,MELI,COIN,SPOT,CHTR,CRWD,HAL"
2021,2021-07-26 04:00:00,0.013989076353719229,0.01278907635371923,-0.0033972335887142266,0.016186309942433457,-0.021150895285568662,0.03513997163928789,-0.06004632649218528,1.2000000000000002,0.0012000000000000001,"BLK,SPOT,HAL,SLB,MDB,AMD,NVDA,MU,SCHW,ABNB"
2021,2021-08-02 04:00:00,0.028625380854346617,0.026825380854346617,0.01037103174091161,0.016454349113435008,0.01949773256598208,0.009127648288364536,0.020521789573178753,1.8,0.0018000000000000002,"COIN,RCL,OXY,PYPL,EQIX,SPOT,FCX,REGN,UAL,AMZN"
2021,2021-08-09 04:00:00,-0.015078632565847811,-0.016078632565847812,0.004527617609602931,-0.020606250175450744,0.012565845719813801,-0.027644478285661613,-0.4646139234150514,1.0,0.001,"AMD,OXY,RCL,UAL,MELI,ROKU,EQIX,DAL,HAL,SPOT"
